"cluster","phylum","class","fam_gen","mean_RA_pct","class_grp"
"4","Bacteroidetes","Bacteroidia","Flavobacteriaceae; Polaribacter_3",0.028,"Bacteroidia"
"4","Bacteroidetes","Bacteroidia","Flavobacteriaceae; Psychroserpens",0.023,"Bacteroidia"
"4","Bacteroidetes","Bacteroidia","Flavobacteriaceae; Tenacibaculum",2.559,"Bacteroidia"
"4","Bacteroidetes","Bacteroidia","Flavobacteriaceae; Ulvibacter",13.779,"Bacteroidia"
"4","Bacteroidetes","Bacteroidia","Flavobacteriaceae; uncultured",10.304,"Bacteroidia"
"4","Bacteroidetes","Bacteroidia","NS11-12_marine_group; NS11-12_marine_group_ge",5.457,"Bacteroidia"
"4","Bacteroidetes","Bacteroidia","NS9_marine_group; NS9_marine_group_ge",0.633,"Bacteroidia"
"4","Bacteroidetes","Bacteroidia","Saprospiraceae; Portibacter",0.086,"Bacteroidia"
"4","Bacteroidetes","Bacteroidia","Saprospiraceae; uncultured",0.345,"Bacteroidia"
"4","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)_cl","Marinimicrobia_(SAR406_clade)_fa; Marinimicrobia_(SAR406_clade)_ge",0.013,"Marinimicrobia_(SAR406_clade)_cl"
"4","Planctomycetes","Planctomycetacia","Pirellulaceae; Blastopirellula",0.11,"Planctomycetacia"
"4","Proteobacteria","Alphaproteobacteria","Anaplasmataceae; Wolbachia",0.134,"Alphaproteobacteria"
"4","Proteobacteria","Alphaproteobacteria","Clade_I; Clade_Ia",1.792,"Alphaproteobacteria"
"4","Proteobacteria","Alphaproteobacteria","Clade_II; Clade_II_ge",0.022,"Alphaproteobacteria"
"4","Proteobacteria","Alphaproteobacteria","Methyloligellaceae; Methyloceanibacter",0.05,"Alphaproteobacteria"
"4","Proteobacteria","Alphaproteobacteria","OCS116_clade; OCS116_clade_ge",0.121,"Alphaproteobacteria"
"4","Proteobacteria","Alphaproteobacteria","Rhodobacteraceae; Amylibacter",1.413,"Alphaproteobacteria"
"4","Proteobacteria","Alphaproteobacteria","Rhodobacteraceae; Litoreibacter",0.08,"Alphaproteobacteria"
"4","Proteobacteria","Alphaproteobacteria","Rhodobacteraceae; Loktanella",7.602,"Alphaproteobacteria"
"4","Proteobacteria","Alphaproteobacteria","Rhodobacteraceae; Octadecabacter",0.531,"Alphaproteobacteria"
"4","Proteobacteria","Alphaproteobacteria","Rhodobacteraceae; Planktomarina",0.396,"Alphaproteobacteria"
"4","Proteobacteria","Alphaproteobacteria","Rhodobacteraceae; Profundibacterium",0.101,"Alphaproteobacteria"
"4","Proteobacteria","Alphaproteobacteria","Rhodobacteraceae; Sedimentitalea",0.019,"Alphaproteobacteria"
"4","Proteobacteria","Alphaproteobacteria","Rhodobacteraceae; Sulfitobacter",8.201,"Alphaproteobacteria"
"4","Proteobacteria","Alphaproteobacteria","Rhodobacteraceae; uncultured",0.143,"Alphaproteobacteria"
"4","Proteobacteria","Alphaproteobacteria","SAR116_clade; SAR116_clade_ge",0.155,"Alphaproteobacteria"
"4","Proteobacteria","Alphaproteobacteria","Sphingomonadaceae; Erythrobacter",0.092,"Alphaproteobacteria"
"4","Proteobacteria","Deltaproteobacteria","Bacteriovoracaceae; Peredibacter",0.018,"Deltaproteobacteria"
"4","Proteobacteria","Deltaproteobacteria","Desulfobulbaceae; uncultured",0.092,"Deltaproteobacteria"
"4","Proteobacteria","Deltaproteobacteria","SAR324_clade(Marine_group_B)_fa; SAR324_clade(Marine_group_B)_ge",0.041,"Deltaproteobacteria"
