"cluster","phylum","class","fam_gen","mean_RA_pct","class_grp"
"C2b2","Bacteroidetes","Bacteroidia","Flavobacteriaceae; uncultured",4.509,"Bacteroidia"
"C2b2","Bacteroidetes","Bacteroidia","NS11-12_marine_group; NS11-12_marine_group_ge",3.078,"Bacteroidia"
"C2b2","Bacteroidetes","Bacteroidia","NS9_marine_group; NS9_marine_group_ge",1.153,"Bacteroidia"
"C2b2","Patescibacteria","Gracilibacteria","JGI_0000069-P22_fa; JGI_0000069-P22_ge",0.016,"Gracilibacteria"
"C2b2","Proteobacteria","Alphaproteobacteria","Clade_I; Clade_Ia",5.659,"Alphaproteobacteria"
"C2b2","Proteobacteria","Alphaproteobacteria","Clade_II; Clade_II_ge",0.186,"Alphaproteobacteria"
"C2b2","Proteobacteria","Alphaproteobacteria","Clade_III; Clade_III_ge",0.204,"Alphaproteobacteria"
"C2b2","Proteobacteria","Alphaproteobacteria","Magnetospiraceae; uncultured",0.351,"Alphaproteobacteria"
"C2b2","Proteobacteria","Alphaproteobacteria","OCS116_clade; OCS116_clade_ge",0.017,"Alphaproteobacteria"
"C2b2","Proteobacteria","Alphaproteobacteria","Rhodobacteraceae; Amylibacter",0.701,"Alphaproteobacteria"
"C2b2","Proteobacteria","Alphaproteobacteria","Rhodobacteraceae; Ascidiaceihabitans",0.968,"Alphaproteobacteria"
"C2b2","Proteobacteria","Alphaproteobacteria","Rhodobacteraceae; Loktanella",1.676,"Alphaproteobacteria"
"C2b2","Proteobacteria","Alphaproteobacteria","Rhodobacteraceae; Planktomarina",2.646,"Alphaproteobacteria"
"C2b2","Proteobacteria","Alphaproteobacteria","Rhodobacteraceae; Sulfitobacter",3.508,"Alphaproteobacteria"
"C2b2","Proteobacteria","Alphaproteobacteria","SAR116_clade; SAR116_clade_ge",0.299,"Alphaproteobacteria"
"C2b2","Proteobacteria","Gammaproteobacteria","Alteromonadaceae; Alteromonas",0.243,"Gammaproteobacteria"
"C2b2","Proteobacteria","Gammaproteobacteria","Alteromonadaceae; Paraglaciecola",1.357,"Gammaproteobacteria"
"C2b2","Proteobacteria","Gammaproteobacteria","Burkholderiaceae; RS62_marine_group",0.429,"Gammaproteobacteria"
"C2b2","Proteobacteria","Gammaproteobacteria","Halieaceae; Halioglobus",0.089,"Gammaproteobacteria"
"C2b2","Proteobacteria","Gammaproteobacteria","Halieaceae; Luminiphilus",0.381,"Gammaproteobacteria"
"C2b2","Proteobacteria","Gammaproteobacteria","Halieaceae; OM60(NOR5)_clade",1.028,"Gammaproteobacteria"
"C2b2","Proteobacteria","Gammaproteobacteria","Methylophagaceae; uncultured",0.833,"Gammaproteobacteria"
"C2b2","Proteobacteria","Gammaproteobacteria","Methylophilaceae; Methylotenera",0.761,"Gammaproteobacteria"
"C2b2","Proteobacteria","Gammaproteobacteria","Methylophilaceae; OM43_clade",0.446,"Gammaproteobacteria"
"C2b2","Proteobacteria","Gammaproteobacteria","Moraxellaceae; Psychrobacter",0.065,"Gammaproteobacteria"
"C2b2","Proteobacteria","Gammaproteobacteria","Nitrincolaceae; uncultured",22.625,"Gammaproteobacteria"
"C2b2","Proteobacteria","Gammaproteobacteria","OM182_clade_fa; OM182_clade_ge",4.101,"Gammaproteobacteria"
"C2b2","Proteobacteria","Gammaproteobacteria","Porticoccaceae; SAR92_clade",3.013,"Gammaproteobacteria"
"C2b2","Proteobacteria","Gammaproteobacteria","Pseudohongiellaceae; Pseudohongiella",0.547,"Gammaproteobacteria"
"C2b2","Proteobacteria","Gammaproteobacteria","SAR86_clade_fa; SAR86_clade_ge",1.779,"Gammaproteobacteria"
"C2b2","Proteobacteria","Gammaproteobacteria","Spongiibacteraceae; uncultured",1.306,"Gammaproteobacteria"
"C2b2","Proteobacteria","Gammaproteobacteria","Thioglobaceae; SUP05_cluster",1.514,"Gammaproteobacteria"
"C2b2","Tenericutes","Mollicutes","Mycoplasmataceae; uncultured",0.056,"Mollicutes"
"C2b2","Thaumarchaeota","Nitrososphaeria","Nitrosopumilaceae; Candidatus_Nitrosopumilus",0.071,"Nitrososphaeria"
"C2b2","Verrucomicrobia","Verrucomicrobiae","Puniceicoccaceae; Lentimonas",2.38,"Verrucomicrobiae"
"C2b2","Verrucomicrobia","Verrucomicrobiae","Rubritaleaceae; Persicirhabdus",0.532,"Verrucomicrobiae"
"C2b2","Verrucomicrobia","Verrucomicrobiae","Rubritaleaceae; Roseibacillus",0.11,"Verrucomicrobiae"
