"Sample","transect","is_dbo3","cluster11","class","sample_pct"
"BOX_7_54","CPL","Other transects","C2a","Planctomycetacia",0
"BOX_7_54","CPL","Other transects","C2a","Spirochaetia",0.253190196475592
"BOX_7_54","CPL","Other transects","C2a","Thermoplasmata",0
"BOX_7_54","CPL","Other transects","C2a","Verrucomicrobiae",1.1545472959287
"BOX_7_55","CPL","Other transects","C2a","Acidimicrobiia",0.151702240254013
"BOX_7_55","CPL","Other transects","C2a","Actinobacteria",1.23831363556183
"BOX_7_55","CPL","Other transects","C2a","Alphaproteobacteria",36.4332333744929
"BOX_7_55","CPL","Other transects","C2a","Bacteroidia",23.0552125595343
"BOX_7_55","CPL","Other transects","C2a","CPR2",0
"BOX_7_55","CPL","Other transects","C2a","Campylobacteria",0
"BOX_7_55","CPL","Other transects","C2a","Chitinivibrionia",0
"BOX_7_55","CPL","Other transects","C2a","Clostridia",0
"BOX_7_55","CPL","Other transects","C2a","Deltaproteobacteria",0.504498147821485
"BOX_7_55","CPL","Other transects","C2a","Gammaproteobacteria",36.1862762391956
"BOX_7_55","CPL","Other transects","C2a","Gracilibacteria",0.179925912859411
"BOX_7_55","CPL","Other transects","C2a","Kiritimatiellae",0
"BOX_7_55","CPL","Other transects","C2a","Lentisphaeria",0
"BOX_7_55","CPL","Other transects","C2a","Lokiarchaeia",0
"BOX_7_55","CPL","Other transects","C2a","Marinimicrobia_(SAR406_clade)_cl",0
"BOX_7_55","CPL","Other transects","C2a","Mollicutes",0.137590403951314
"BOX_7_55","CPL","Other transects","C2a","Nitrososphaeria",0.134062444875639
"BOX_7_55","CPL","Other transects","C2a","Nitrospinia",0
"BOX_7_55","CPL","Other transects","C2a","OM190",0
"BOX_7_55","CPL","Other transects","C2a","Oligosphaeria",0
"BOX_7_55","CPL","Other transects","C2a","Oxyphotobacteria",0
"BOX_7_55","CPL","Other transects","C2a","Phycisphaerae",0.289292644205327
"BOX_7_55","CPL","Other transects","C2a","Planctomycetacia",0
"BOX_7_55","CPL","Other transects","C2a","Spirochaetia",0.3210442758864
"BOX_7_55","CPL","Other transects","C2a","Thermoplasmata",0
"BOX_7_55","CPL","Other transects","C2a","Verrucomicrobiae",1.36884812136179
"BOX_7_56","CPL","Other transects","C2a","Acidimicrobiia",0.317633729869709
"BOX_7_56","CPL","Other transects","C2a","Actinobacteria",1.05810471797362
"BOX_7_56","CPL","Other transects","C2a","Alphaproteobacteria",30.7922634943757
"BOX_7_56","CPL","Other transects","C2a","Bacteroidia",28.3179574330339
"BOX_7_56","CPL","Other transects","C2a","CPR2",0
"BOX_7_56","CPL","Other transects","C2a","Campylobacteria",0
"BOX_7_56","CPL","Other transects","C2a","Chitinivibrionia",0
"BOX_7_56","CPL","Other transects","C2a","Clostridia",0
"BOX_7_56","CPL","Other transects","C2a","Deltaproteobacteria",0.608966577648296
"BOX_7_56","CPL","Other transects","C2a","Gammaproteobacteria",34.9194788379057
"BOX_7_56","CPL","Other transects","C2a","Gracilibacteria",0.445091850772841
"BOX_7_56","CPL","Other transects","C2a","Kiritimatiellae",0
"BOX_7_56","CPL","Other transects","C2a","Lentisphaeria",0
"BOX_7_56","CPL","Other transects","C2a","Lokiarchaeia",0
"BOX_7_56","CPL","Other transects","C2a","Marinimicrobia_(SAR406_clade)_cl",0
"BOX_7_56","CPL","Other transects","C2a","Mollicutes",0.194221898519058
"BOX_7_56","CPL","Other transects","C2a","Nitrososphaeria",0
"BOX_7_56","CPL","Other transects","C2a","Nitrospinia",0
"BOX_7_56","CPL","Other transects","C2a","OM190",0
"BOX_7_56","CPL","Other transects","C2a","Oligosphaeria",0
"BOX_7_56","CPL","Other transects","C2a","Oxyphotobacteria",0
"BOX_7_56","CPL","Other transects","C2a","Phycisphaerae",0.505786194060047
"BOX_7_56","CPL","Other transects","C2a","Planctomycetacia",0
"BOX_7_56","CPL","Other transects","C2a","Spirochaetia",0.238731083596342
"BOX_7_56","CPL","Other transects","C2a","Thermoplasmata",0
"BOX_7_56","CPL","Other transects","C2a","Verrucomicrobiae",2.60176418224488
"BOX_7_57","CNL","Other transects","C1b1","Acidimicrobiia",0
"BOX_7_57","CNL","Other transects","C1b1","Actinobacteria",0
"BOX_7_57","CNL","Other transects","C1b1","Alphaproteobacteria",23.0445642171684
"BOX_7_57","CNL","Other transects","C1b1","Bacteroidia",45.1689233600631
"BOX_7_57","CNL","Other transects","C1b1","CPR2",0
"BOX_7_57","CNL","Other transects","C1b1","Campylobacteria",0
"BOX_7_57","CNL","Other transects","C1b1","Chitinivibrionia",0
"BOX_7_57","CNL","Other transects","C1b1","Clostridia",0
"BOX_7_57","CNL","Other transects","C1b1","Deltaproteobacteria",0.197186801630078
"BOX_7_57","CNL","Other transects","C1b1","Gammaproteobacteria",26.6596555803865
"BOX_7_57","CNL","Other transects","C1b1","Gracilibacteria",2.47140791376364
"BOX_7_57","CNL","Other transects","C1b1","Kiritimatiellae",0
"BOX_7_57","CNL","Other transects","C1b1","Lentisphaeria",0
"BOX_7_57","CNL","Other transects","C1b1","Lokiarchaeia",0
"BOX_7_57","CNL","Other transects","C1b1","Marinimicrobia_(SAR406_clade)_cl",0
"BOX_7_57","CNL","Other transects","C1b1","Mollicutes",0.630997765216248
"BOX_7_57","CNL","Other transects","C1b1","Nitrososphaeria",0
"BOX_7_57","CNL","Other transects","C1b1","Nitrospinia",0
"BOX_7_57","CNL","Other transects","C1b1","OM190",0
"BOX_7_57","CNL","Other transects","C1b1","Oligosphaeria",0
"BOX_7_57","CNL","Other transects","C1b1","Oxyphotobacteria",0
"BOX_7_57","CNL","Other transects","C1b1","Phycisphaerae",0
"BOX_7_57","CNL","Other transects","C1b1","Planctomycetacia",0
"BOX_7_57","CNL","Other transects","C1b1","Spirochaetia",0
"BOX_7_57","CNL","Other transects","C1b1","Thermoplasmata",0
"BOX_7_57","CNL","Other transects","C1b1","Verrucomicrobiae",1.82726436177205
"BOX_7_58","CNL","Other transects","C1b1","Acidimicrobiia",0
"BOX_7_58","CNL","Other transects","C1b1","Actinobacteria",0
"BOX_7_58","CNL","Other transects","C1b1","Alphaproteobacteria",21.6321749316673
"BOX_7_58","CNL","Other transects","C1b1","Bacteroidia",38.0710659898477
"BOX_7_58","CNL","Other transects","C1b1","CPR2",0
"BOX_7_58","CNL","Other transects","C1b1","Campylobacteria",0
"BOX_7_58","CNL","Other transects","C1b1","Chitinivibrionia",0
"BOX_7_58","CNL","Other transects","C1b1","Clostridia",0
"BOX_7_58","CNL","Other transects","C1b1","Deltaproteobacteria",0
"BOX_7_58","CNL","Other transects","C1b1","Gammaproteobacteria",32.2920734088247
"BOX_7_58","CNL","Other transects","C1b1","Gracilibacteria",3.55329949238579
"BOX_7_58","CNL","Other transects","C1b1","Kiritimatiellae",0
"BOX_7_58","CNL","Other transects","C1b1","Lentisphaeria",0
"BOX_7_58","CNL","Other transects","C1b1","Lokiarchaeia",0
"BOX_7_58","CNL","Other transects","C1b1","Marinimicrobia_(SAR406_clade)_cl",0
"BOX_7_58","CNL","Other transects","C1b1","Mollicutes",1.13237016790316
"BOX_7_58","CNL","Other transects","C1b1","Nitrososphaeria",0.507614213197969
"BOX_7_58","CNL","Other transects","C1b1","Nitrospinia",0
"BOX_7_58","CNL","Other transects","C1b1","OM190",0
"BOX_7_58","CNL","Other transects","C1b1","Oligosphaeria",0
"BOX_7_58","CNL","Other transects","C1b1","Oxyphotobacteria",0
"BOX_7_58","CNL","Other transects","C1b1","Phycisphaerae",0
"BOX_7_58","CNL","Other transects","C1b1","Planctomycetacia",0
"BOX_7_58","CNL","Other transects","C1b1","Spirochaetia",0
"BOX_7_58","CNL","Other transects","C1b1","Thermoplasmata",0
"BOX_7_58","CNL","Other transects","C1b1","Verrucomicrobiae",2.81140179617337
"BOX_7_59","CNL","Other transects","C1b2","Acidimicrobiia",0
"BOX_7_59","CNL","Other transects","C1b2","Actinobacteria",0
"BOX_7_59","CNL","Other transects","C1b2","Alphaproteobacteria",25.320317266626
"BOX_7_59","CNL","Other transects","C1b2","Bacteroidia",28.8224527150702
"BOX_7_59","CNL","Other transects","C1b2","CPR2",0
"BOX_7_59","CNL","Other transects","C1b2","Campylobacteria",0
"BOX_7_59","CNL","Other transects","C1b2","Chitinivibrionia",0
"BOX_7_59","CNL","Other transects","C1b2","Clostridia",0
"BOX_7_59","CNL","Other transects","C1b2","Deltaproteobacteria",0
"BOX_7_59","CNL","Other transects","C1b2","Gammaproteobacteria",37.6693105552166
"BOX_7_59","CNL","Other transects","C1b2","Gracilibacteria",0
"BOX_7_59","CNL","Other transects","C1b2","Kiritimatiellae",0
"BOX_7_59","CNL","Other transects","C1b2","Lentisphaeria",0
"BOX_7_59","CNL","Other transects","C1b2","Lokiarchaeia",0
"BOX_7_59","CNL","Other transects","C1b2","Marinimicrobia_(SAR406_clade)_cl",0
"BOX_7_59","CNL","Other transects","C1b2","Mollicutes",2.69676632092739
"BOX_7_59","CNL","Other transects","C1b2","Nitrososphaeria",1.15924344112264
"BOX_7_59","CNL","Other transects","C1b2","Nitrospinia",0
"BOX_7_59","CNL","Other transects","C1b2","OM190",0.268456375838926
"BOX_7_59","CNL","Other transects","C1b2","Oligosphaeria",0
"BOX_7_59","CNL","Other transects","C1b2","Oxyphotobacteria",0
"BOX_7_59","CNL","Other transects","C1b2","Phycisphaerae",0
"BOX_7_59","CNL","Other transects","C1b2","Planctomycetacia",0
"BOX_7_59","CNL","Other transects","C1b2","Spirochaetia",0.170835875533862
"BOX_7_59","CNL","Other transects","C1b2","Thermoplasmata",0.280658938377059
"BOX_7_59","CNL","Other transects","C1b2","Verrucomicrobiae",3.61195851128737
"BOX_7_60","CNL","Other transects","C1b2","Acidimicrobiia",0.578170169544496
"BOX_7_60","CNL","Other transects","C1b2","Actinobacteria",0.101570435190249
"BOX_7_60","CNL","Other transects","C1b2","Alphaproteobacteria",24.6269239784358
"BOX_7_60","CNL","Other transects","C1b2","Bacteroidia",28.3303383076803
"BOX_7_60","CNL","Other transects","C1b2","CPR2",0
"BOX_7_60","CNL","Other transects","C1b2","Campylobacteria",0
"BOX_7_60","CNL","Other transects","C1b2","Chitinivibrionia",0
"BOX_7_60","CNL","Other transects","C1b2","Clostridia",0
"BOX_7_60","CNL","Other transects","C1b2","Deltaproteobacteria",0.546917727947496
"BOX_7_60","CNL","Other transects","C1b2","Gammaproteobacteria",36.3465895773107
"BOX_7_60","CNL","Other transects","C1b2","Gracilibacteria",0
"BOX_7_60","CNL","Other transects","C1b2","Kiritimatiellae",0
"BOX_7_60","CNL","Other transects","C1b2","Lentisphaeria",0
"BOX_7_60","CNL","Other transects","C1b2","Lokiarchaeia",0
"BOX_7_60","CNL","Other transects","C1b2","Marinimicrobia_(SAR406_clade)_cl",0.187514649581999
"BOX_7_60","CNL","Other transects","C1b2","Mollicutes",3.07055238690523
"BOX_7_60","CNL","Other transects","C1b2","Nitrososphaeria",1.13290100789124
"BOX_7_60","CNL","Other transects","C1b2","Nitrospinia",0
"BOX_7_60","CNL","Other transects","C1b2","OM190",0.281271974372998
"BOX_7_60","CNL","Other transects","C1b2","Oligosphaeria",0
"BOX_7_60","CNL","Other transects","C1b2","Oxyphotobacteria",0
"BOX_7_60","CNL","Other transects","C1b2","Phycisphaerae",0.281271974372998
"BOX_7_60","CNL","Other transects","C1b2","Planctomycetacia",0.671927494335495
"BOX_7_60","CNL","Other transects","C1b2","Spirochaetia",0
"BOX_7_60","CNL","Other transects","C1b2","Thermoplasmata",0
"BOX_7_60","CNL","Other transects","C1b2","Verrucomicrobiae",3.84405031643097
"BOX_7_61","CNL","Other transects","C1b2","Acidimicrobiia",1.14561350618028
"BOX_7_61","CNL","Other transects","C1b2","Actinobacteria",0
"BOX_7_61","CNL","Other transects","C1b2","Alphaproteobacteria",18.6915887850467
"BOX_7_61","CNL","Other transects","C1b2","Bacteroidia",30.1477238468496
"BOX_7_61","CNL","Other transects","C1b2","CPR2",0
"BOX_7_61","CNL","Other transects","C1b2","Campylobacteria",0
"BOX_7_61","CNL","Other transects","C1b2","Chitinivibrionia",0
"BOX_7_61","CNL","Other transects","C1b2","Clostridia",0
"BOX_7_61","CNL","Other transects","C1b2","Deltaproteobacteria",0
"BOX_7_61","CNL","Other transects","C1b2","Gammaproteobacteria",37.7148025324088
"BOX_7_61","CNL","Other transects","C1b2","Gracilibacteria",0
"BOX_7_61","CNL","Other transects","C1b2","Kiritimatiellae",0
"BOX_7_61","CNL","Other transects","C1b2","Lentisphaeria",0
"BOX_7_61","CNL","Other transects","C1b2","Lokiarchaeia",0
"BOX_7_61","CNL","Other transects","C1b2","Marinimicrobia_(SAR406_clade)_cl",0
"BOX_7_61","CNL","Other transects","C1b2","Mollicutes",4.25082906240579
"BOX_7_61","CNL","Other transects","C1b2","Nitrososphaeria",1.71842025927042
"BOX_7_61","CNL","Other transects","C1b2","Nitrospinia",0
"BOX_7_61","CNL","Other transects","C1b2","OM190",0
"BOX_7_61","CNL","Other transects","C1b2","Oligosphaeria",0
"BOX_7_61","CNL","Other transects","C1b2","Oxyphotobacteria",0
"BOX_7_61","CNL","Other transects","C1b2","Phycisphaerae",0
"BOX_7_61","CNL","Other transects","C1b2","Planctomycetacia",0.844136267711788
"BOX_7_61","CNL","Other transects","C1b2","Spirochaetia",0
"BOX_7_61","CNL","Other transects","C1b2","Thermoplasmata",0.422068133855894
"BOX_7_61","CNL","Other transects","C1b2","Verrucomicrobiae",5.06481760627073
"BOX_7_62","CNL","Other transects","C1b2","Acidimicrobiia",0.425906887942429
"BOX_7_62","CNL","Other transects","C1b2","Actinobacteria",0
"BOX_7_62","CNL","Other transects","C1b2","Alphaproteobacteria",19.6651490674108
"BOX_7_62","CNL","Other transects","C1b2","Bacteroidia",29.1452489352328
"BOX_7_62","CNL","Other transects","C1b2","CPR2",0
"BOX_7_62","CNL","Other transects","C1b2","Campylobacteria",0
"BOX_7_62","CNL","Other transects","C1b2","Chitinivibrionia",0
"BOX_7_62","CNL","Other transects","C1b2","Clostridia",0
"BOX_7_62","CNL","Other transects","C1b2","Deltaproteobacteria",0.286385666030254
"BOX_7_62","CNL","Other transects","C1b2","Gammaproteobacteria",39.2715523571743
"BOX_7_62","CNL","Other transects","C1b2","Gracilibacteria",0
"BOX_7_62","CNL","Other transects","C1b2","Kiritimatiellae",0
"BOX_7_62","CNL","Other transects","C1b2","Lentisphaeria",0
"BOX_7_62","CNL","Other transects","C1b2","Lokiarchaeia",0
"BOX_7_62","CNL","Other transects","C1b2","Marinimicrobia_(SAR406_clade)_cl",0.227639888383023
"BOX_7_62","CNL","Other transects","C1b2","Mollicutes",3.1575855485387
"BOX_7_62","CNL","Other transects","C1b2","Nitrososphaeria",1.40255544132766
"BOX_7_62","CNL","Other transects","C1b2","Nitrospinia",0
"BOX_7_62","CNL","Other transects","C1b2","OM190",0.271699221618446
"BOX_7_62","CNL","Other transects","C1b2","Oligosphaeria",0
"BOX_7_62","CNL","Other transects","C1b2","Oxyphotobacteria",0.0807754442649435
"BOX_7_62","CNL","Other transects","C1b2","Phycisphaerae",0.337788221471582
"BOX_7_62","CNL","Other transects","C1b2","Planctomycetacia",0.359817888089294
"BOX_7_62","CNL","Other transects","C1b2","Spirochaetia",0
"BOX_7_62","CNL","Other transects","C1b2","Thermoplasmata",0.227639888383023
"BOX_7_62","CNL","Other transects","C1b2","Verrucomicrobiae",5.14025554413277
"BOX_7_63","CBW","Other transects","C1b2","Acidimicrobiia",0.50027041644132
"BOX_7_63","CBW","Other transects","C1b2","Actinobacteria",0
"BOX_7_63","CBW","Other transects","C1b2","Alphaproteobacteria",21.3899405083829
"BOX_7_63","CBW","Other transects","C1b2","Bacteroidia",35.6408869659275
"BOX_7_63","CBW","Other transects","C1b2","CPR2",0
"BOX_7_63","CBW","Other transects","C1b2","Campylobacteria",0
"BOX_7_63","CBW","Other transects","C1b2","Chitinivibrionia",0
"BOX_7_63","CBW","Other transects","C1b2","Clostridia",0
"BOX_7_63","CBW","Other transects","C1b2","Deltaproteobacteria",0.256895619253651
"BOX_7_63","CBW","Other transects","C1b2","Gammaproteobacteria",28.8804759329367
"BOX_7_63","CBW","Other transects","C1b2","Gracilibacteria",0
"BOX_7_63","CBW","Other transects","C1b2","Kiritimatiellae",0
"BOX_7_63","CBW","Other transects","C1b2","Lentisphaeria",0
"BOX_7_63","CBW","Other transects","C1b2","Lokiarchaeia",0
"BOX_7_63","CBW","Other transects","C1b2","Marinimicrobia_(SAR406_clade)_cl",0
"BOX_7_63","CBW","Other transects","C1b2","Mollicutes",7.0578691184424
"BOX_7_63","CBW","Other transects","C1b2","Nitrososphaeria",1.31151974040022
"BOX_7_63","CBW","Other transects","C1b2","Nitrospinia",0
"BOX_7_63","CBW","Other transects","C1b2","OM190",0.256895619253651
"BOX_7_63","CBW","Other transects","C1b2","Oligosphaeria",0
"BOX_7_63","CBW","Other transects","C1b2","Oxyphotobacteria",0.486749594375338
"BOX_7_63","CBW","Other transects","C1b2","Phycisphaerae",0.33802055164954
"BOX_7_63","CBW","Other transects","C1b2","Planctomycetacia",0.527312060573283
"BOX_7_63","CBW","Other transects","C1b2","Spirochaetia",0.527312060573283
"BOX_7_63","CBW","Other transects","C1b2","Thermoplasmata",0
"BOX_7_63","CBW","Other transects","C1b2","Verrucomicrobiae",2.82585181179016
"BOX_7_64","CBW","Other transects","C1b2","Acidimicrobiia",0.539014373716632
"BOX_7_64","CBW","Other transects","C1b2","Actinobacteria",0
"BOX_7_64","CBW","Other transects","C1b2","Alphaproteobacteria",22.1509240246407
"BOX_7_64","CBW","Other transects","C1b2","Bacteroidia",32.700205338809
"BOX_7_64","CBW","Other transects","C1b2","CPR2",0
"BOX_7_64","CBW","Other transects","C1b2","Campylobacteria",0
"BOX_7_64","CBW","Other transects","C1b2","Chitinivibrionia",0
"BOX_7_64","CBW","Other transects","C1b2","Clostridia",0.222450376454483
"BOX_7_64","CBW","Other transects","C1b2","Deltaproteobacteria",0.573237508555784
"BOX_7_64","CBW","Other transects","C1b2","Gammaproteobacteria",30.5527036276523
"BOX_7_64","CBW","Other transects","C1b2","Gracilibacteria",0
"BOX_7_64","CBW","Other transects","C1b2","Kiritimatiellae",0
"BOX_7_64","CBW","Other transects","C1b2","Lentisphaeria",0
"BOX_7_64","CBW","Other transects","C1b2","Lokiarchaeia",0
"BOX_7_64","CBW","Other transects","C1b2","Marinimicrobia_(SAR406_clade)_cl",0.19678302532512
"BOX_7_64","CBW","Other transects","C1b2","Mollicutes",6.28850102669404
"BOX_7_64","CBW","Other transects","C1b2","Nitrososphaeria",1.4031485284052
"BOX_7_64","CBW","Other transects","C1b2","Nitrospinia",0
"BOX_7_64","CBW","Other transects","C1b2","OM190",0.248117727583847
"BOX_7_64","CBW","Other transects","C1b2","Oligosphaeria",0
"BOX_7_64","CBW","Other transects","C1b2","Oxyphotobacteria",0.436344969199179
"BOX_7_64","CBW","Other transects","C1b2","Phycisphaerae",0.496235455167693
"BOX_7_64","CBW","Other transects","C1b2","Planctomycetacia",0.581793292265572
"BOX_7_64","CBW","Other transects","C1b2","Spirochaetia",0.316563997262149
"BOX_7_64","CBW","Other transects","C1b2","Thermoplasmata",0.179671457905544
"BOX_7_64","CBW","Other transects","C1b2","Verrucomicrobiae",3.11430527036276
"BOX_7_65","CBW","Other transects","C1b2","Acidimicrobiia",0.913798355162961
"BOX_7_65","CBW","Other transects","C1b2","Actinobacteria",0
"BOX_7_65","CBW","Other transects","C1b2","Alphaproteobacteria",19.1136155954919
"BOX_7_65","CBW","Other transects","C1b2","Bacteroidia",32.7444410600061
"BOX_7_65","CBW","Other transects","C1b2","CPR2",0
"BOX_7_65","CBW","Other transects","C1b2","Campylobacteria",0
"BOX_7_65","CBW","Other transects","C1b2","Chitinivibrionia",0
"BOX_7_65","CBW","Other transects","C1b2","Clostridia",0
"BOX_7_65","CBW","Other transects","C1b2","Deltaproteobacteria",0.913798355162961
"BOX_7_65","CBW","Other transects","C1b2","Gammaproteobacteria",37.0697532744441
"BOX_7_65","CBW","Other transects","C1b2","Gracilibacteria",0
"BOX_7_65","CBW","Other transects","C1b2","Kiritimatiellae",0
"BOX_7_65","CBW","Other transects","C1b2","Lentisphaeria",0
"BOX_7_65","CBW","Other transects","C1b2","Lokiarchaeia",0
"BOX_7_65","CBW","Other transects","C1b2","Marinimicrobia_(SAR406_clade)_cl",0
"BOX_7_65","CBW","Other transects","C1b2","Mollicutes",1.03563813585136
"BOX_7_65","CBW","Other transects","C1b2","Nitrososphaeria",1.12701797136765
"BOX_7_65","CBW","Other transects","C1b2","Nitrospinia",0
"BOX_7_65","CBW","Other transects","C1b2","OM190",0
"BOX_7_65","CBW","Other transects","C1b2","Oligosphaeria",0
"BOX_7_65","CBW","Other transects","C1b2","Oxyphotobacteria",1.82759671032592
"BOX_7_65","CBW","Other transects","C1b2","Phycisphaerae",0
"BOX_7_65","CBW","Other transects","C1b2","Planctomycetacia",1.0813280536095
"BOX_7_65","CBW","Other transects","C1b2","Spirochaetia",0.258909533962839
"BOX_7_65","CBW","Other transects","C1b2","Thermoplasmata",0.289369479134938
"BOX_7_65","CBW","Other transects","C1b2","Verrucomicrobiae",3.62473347547974
"BOX_7_66","CBW","Other transects","C1b1","Acidimicrobiia",0
"BOX_7_66","CBW","Other transects","C1b1","Actinobacteria",0
"BOX_7_66","CBW","Other transects","C1b1","Alphaproteobacteria",23.0827351718927
"BOX_7_66","CBW","Other transects","C1b1","Bacteroidia",36.2674726105025
"BOX_7_66","CBW","Other transects","C1b1","CPR2",0
"BOX_7_66","CBW","Other transects","C1b1","Campylobacteria",0
"BOX_7_66","CBW","Other transects","C1b1","Chitinivibrionia",0
"BOX_7_66","CBW","Other transects","C1b1","Clostridia",0
"BOX_7_66","CBW","Other transects","C1b1","Deltaproteobacteria",0
"BOX_7_66","CBW","Other transects","C1b1","Gammaproteobacteria",33.7363052512278
"BOX_7_66","CBW","Other transects","C1b1","Gracilibacteria",0
"BOX_7_66","CBW","Other transects","C1b1","Kiritimatiellae",0
"BOX_7_66","CBW","Other transects","C1b1","Lentisphaeria",0
"BOX_7_66","CBW","Other transects","C1b1","Lokiarchaeia",0
"BOX_7_66","CBW","Other transects","C1b1","Marinimicrobia_(SAR406_clade)_cl",0
"BOX_7_66","CBW","Other transects","C1b1","Mollicutes",0
"BOX_7_66","CBW","Other transects","C1b1","Nitrososphaeria",1.05780128447299
"BOX_7_66","CBW","Other transects","C1b1","Nitrospinia",0
"BOX_7_66","CBW","Other transects","C1b1","OM190",0
"BOX_7_66","CBW","Other transects","C1b1","Oligosphaeria",0
"BOX_7_66","CBW","Other transects","C1b1","Oxyphotobacteria",1.85115224782773
"BOX_7_66","CBW","Other transects","C1b1","Phycisphaerae",0
"BOX_7_66","CBW","Other transects","C1b1","Planctomycetacia",0
"BOX_7_66","CBW","Other transects","C1b1","Spirochaetia",0
"BOX_7_66","CBW","Other transects","C1b1","Thermoplasmata",0
"BOX_7_66","CBW","Other transects","C1b1","Verrucomicrobiae",4.00453343407631
"BOX_7_67","CBW","Other transects","C1b2","Acidimicrobiia",0
"BOX_7_67","CBW","Other transects","C1b2","Actinobacteria",0
"BOX_7_67","CBW","Other transects","C1b2","Alphaproteobacteria",17.5819309123118
"BOX_7_67","CBW","Other transects","C1b2","Bacteroidia",39.9025686448184
"BOX_7_67","CBW","Other transects","C1b2","CPR2",0
"BOX_7_67","CBW","Other transects","C1b2","Campylobacteria",0
"BOX_7_67","CBW","Other transects","C1b2","Chitinivibrionia",0
"BOX_7_67","CBW","Other transects","C1b2","Clostridia",0
"BOX_7_67","CBW","Other transects","C1b2","Deltaproteobacteria",0.354295837023915
"BOX_7_67","CBW","Other transects","C1b2","Gammaproteobacteria",40.4782993799823
"BOX_7_67","CBW","Other transects","C1b2","Gracilibacteria",0
"BOX_7_67","CBW","Other transects","C1b2","Kiritimatiellae",0
"BOX_7_67","CBW","Other transects","C1b2","Lentisphaeria",0
"BOX_7_67","CBW","Other transects","C1b2","Lokiarchaeia",0
"BOX_7_67","CBW","Other transects","C1b2","Marinimicrobia_(SAR406_clade)_cl",0
"BOX_7_67","CBW","Other transects","C1b2","Mollicutes",0
"BOX_7_67","CBW","Other transects","C1b2","Nitrososphaeria",0.885739592559788
"BOX_7_67","CBW","Other transects","C1b2","Nitrospinia",0
"BOX_7_67","CBW","Other transects","C1b2","OM190",0
"BOX_7_67","CBW","Other transects","C1b2","Oligosphaeria",0
"BOX_7_67","CBW","Other transects","C1b2","Oxyphotobacteria",0
"BOX_7_67","CBW","Other transects","C1b2","Phycisphaerae",0
"BOX_7_67","CBW","Other transects","C1b2","Planctomycetacia",0.797165633303809
"BOX_7_67","CBW","Other transects","C1b2","Spirochaetia",0
"BOX_7_67","CBW","Other transects","C1b2","Thermoplasmata",0
"BOX_7_67","CBW","Other transects","C1b2","Verrucomicrobiae",0
"BOX_7_68","CBW","Other transects","C1b2","Acidimicrobiia",0
"BOX_7_68","CBW","Other transects","C1b2","Actinobacteria",0
"BOX_7_68","CBW","Other transects","C1b2","Alphaproteobacteria",18.8361045130641
"BOX_7_68","CBW","Other transects","C1b2","Bacteroidia",41.1638954869359
"BOX_7_68","CBW","Other transects","C1b2","CPR2",0
"BOX_7_68","CBW","Other transects","C1b2","Campylobacteria",0
"BOX_7_68","CBW","Other transects","C1b2","Chitinivibrionia",0
"BOX_7_68","CBW","Other transects","C1b2","Clostridia",0
"BOX_7_68","CBW","Other transects","C1b2","Deltaproteobacteria",0
"BOX_7_68","CBW","Other transects","C1b2","Gammaproteobacteria",36.0807600950119
"BOX_7_68","CBW","Other transects","C1b2","Gracilibacteria",0
"BOX_7_68","CBW","Other transects","C1b2","Kiritimatiellae",0
"BOX_7_68","CBW","Other transects","C1b2","Lentisphaeria",0
"BOX_7_68","CBW","Other transects","C1b2","Lokiarchaeia",0
"BOX_7_68","CBW","Other transects","C1b2","Marinimicrobia_(SAR406_clade)_cl",0
"BOX_7_68","CBW","Other transects","C1b2","Mollicutes",0.356294536817102
"BOX_7_68","CBW","Other transects","C1b2","Nitrososphaeria",1.28266033254157
"BOX_7_68","CBW","Other transects","C1b2","Nitrospinia",0
"BOX_7_68","CBW","Other transects","C1b2","OM190",0
"BOX_7_68","CBW","Other transects","C1b2","Oligosphaeria",0
"BOX_7_68","CBW","Other transects","C1b2","Oxyphotobacteria",0
"BOX_7_68","CBW","Other transects","C1b2","Phycisphaerae",0
"BOX_7_68","CBW","Other transects","C1b2","Planctomycetacia",0.522565320665083
"BOX_7_68","CBW","Other transects","C1b2","Spirochaetia",0
"BOX_7_68","CBW","Other transects","C1b2","Thermoplasmata",0.926365795724466
"BOX_7_68","CBW","Other transects","C1b2","Verrucomicrobiae",0.831353919239905
"BOX_7_69","DBO2","Other transects","C1b2","Acidimicrobiia",0
"BOX_7_69","DBO2","Other transects","C1b2","Actinobacteria",0
"BOX_7_69","DBO2","Other transects","C1b2","Alphaproteobacteria",18.236301369863
"BOX_7_69","DBO2","Other transects","C1b2","Bacteroidia",43.9212328767123
"BOX_7_69","DBO2","Other transects","C1b2","CPR2",0
"BOX_7_69","DBO2","Other transects","C1b2","Campylobacteria",0
"BOX_7_69","DBO2","Other transects","C1b2","Chitinivibrionia",0
"BOX_7_69","DBO2","Other transects","C1b2","Clostridia",0
"BOX_7_69","DBO2","Other transects","C1b2","Deltaproteobacteria",0
"BOX_7_69","DBO2","Other transects","C1b2","Gammaproteobacteria",34.5462328767123
"BOX_7_69","DBO2","Other transects","C1b2","Gracilibacteria",0
"BOX_7_69","DBO2","Other transects","C1b2","Kiritimatiellae",0
"BOX_7_69","DBO2","Other transects","C1b2","Lentisphaeria",0
"BOX_7_69","DBO2","Other transects","C1b2","Lokiarchaeia",0
