"Sample","transect","is_dbo3","cluster11","class","sample_pct"
"BOX_5_29","CNL","Other transects","B2b","Acidimicrobiia",0
"BOX_5_29","CNL","Other transects","B2b","Actinobacteria",0
"BOX_5_29","CNL","Other transects","B2b","Alphaproteobacteria",23.320329432163
"BOX_5_29","CNL","Other transects","B2b","Bacteroidia",36.6315955392679
"BOX_5_29","CNL","Other transects","B2b","CPR2",0
"BOX_5_29","CNL","Other transects","B2b","Campylobacteria",0
"BOX_5_29","CNL","Other transects","B2b","Chitinivibrionia",0
"BOX_5_29","CNL","Other transects","B2b","Clostridia",0
"BOX_5_29","CNL","Other transects","B2b","Deltaproteobacteria",0.137920163927966
"BOX_5_29","CNL","Other transects","B2b","Gammaproteobacteria",38.7476849115341
"BOX_5_29","CNL","Other transects","B2b","Gracilibacteria",0
"BOX_5_29","CNL","Other transects","B2b","Kiritimatiellae",0
"BOX_5_29","CNL","Other transects","B2b","Lentisphaeria",0
"BOX_5_29","CNL","Other transects","B2b","Lokiarchaeia",0
"BOX_5_29","CNL","Other transects","B2b","Marinimicrobia_(SAR406_clade)_cl",0
"BOX_5_29","CNL","Other transects","B2b","Mollicutes",0
"BOX_5_29","CNL","Other transects","B2b","Nitrososphaeria",0
"BOX_5_29","CNL","Other transects","B2b","Nitrospinia",0
"BOX_5_29","CNL","Other transects","B2b","OM190",0
"BOX_5_29","CNL","Other transects","B2b","Oligosphaeria",0
"BOX_5_29","CNL","Other transects","B2b","Oxyphotobacteria",0
"BOX_5_29","CNL","Other transects","B2b","Phycisphaerae",0
"BOX_5_29","CNL","Other transects","B2b","Planctomycetacia",0
"BOX_5_29","CNL","Other transects","B2b","Spirochaetia",0
"BOX_5_29","CNL","Other transects","B2b","Thermoplasmata",0
"BOX_5_29","CNL","Other transects","B2b","Verrucomicrobiae",1.16246995310714
"BOX_5_30","CL","Other transects","B2b","Acidimicrobiia",0
"BOX_5_30","CL","Other transects","B2b","Actinobacteria",0
"BOX_5_30","CL","Other transects","B2b","Alphaproteobacteria",4.54669504939687
"BOX_5_30","CL","Other transects","B2b","Bacteroidia",37.3778723868784
"BOX_5_30","CL","Other transects","B2b","CPR2",0
"BOX_5_30","CL","Other transects","B2b","Campylobacteria",0
"BOX_5_30","CL","Other transects","B2b","Chitinivibrionia",0
"BOX_5_30","CL","Other transects","B2b","Clostridia",0
"BOX_5_30","CL","Other transects","B2b","Deltaproteobacteria",0
"BOX_5_30","CL","Other transects","B2b","Gammaproteobacteria",55.9521860160472
"BOX_5_30","CL","Other transects","B2b","Gracilibacteria",0
"BOX_5_30","CL","Other transects","B2b","Kiritimatiellae",0
"BOX_5_30","CL","Other transects","B2b","Lentisphaeria",0
"BOX_5_30","CL","Other transects","B2b","Lokiarchaeia",0
"BOX_5_30","CL","Other transects","B2b","Marinimicrobia_(SAR406_clade)_cl",0
"BOX_5_30","CL","Other transects","B2b","Mollicutes",0
"BOX_5_30","CL","Other transects","B2b","Nitrososphaeria",0
"BOX_5_30","CL","Other transects","B2b","Nitrospinia",0
"BOX_5_30","CL","Other transects","B2b","OM190",0
"BOX_5_30","CL","Other transects","B2b","Oligosphaeria",0
"BOX_5_30","CL","Other transects","B2b","Oxyphotobacteria",0
"BOX_5_30","CL","Other transects","B2b","Phycisphaerae",0
"BOX_5_30","CL","Other transects","B2b","Planctomycetacia",0
"BOX_5_30","CL","Other transects","B2b","Spirochaetia",0
"BOX_5_30","CL","Other transects","B2b","Thermoplasmata",0
"BOX_5_30","CL","Other transects","B2b","Verrucomicrobiae",2.12324654767753
"BOX_5_31","CNL","Other transects","B1","Acidimicrobiia",0
"BOX_5_31","CNL","Other transects","B1","Actinobacteria",0
"BOX_5_31","CNL","Other transects","B1","Alphaproteobacteria",18.5799488781596
"BOX_5_31","CNL","Other transects","B1","Bacteroidia",33.3996023856859
"BOX_5_31","CNL","Other transects","B1","CPR2",0
"BOX_5_31","CNL","Other transects","B1","Campylobacteria",0
"BOX_5_31","CNL","Other transects","B1","Chitinivibrionia",0
"BOX_5_31","CNL","Other transects","B1","Clostridia",0
"BOX_5_31","CNL","Other transects","B1","Deltaproteobacteria",0.198807157057654
"BOX_5_31","CNL","Other transects","B1","Gammaproteobacteria",40.8463504686169
"BOX_5_31","CNL","Other transects","B1","Gracilibacteria",0
"BOX_5_31","CNL","Other transects","B1","Kiritimatiellae",0
"BOX_5_31","CNL","Other transects","B1","Lentisphaeria",0
"BOX_5_31","CNL","Other transects","B1","Lokiarchaeia",0
"BOX_5_31","CNL","Other transects","B1","Marinimicrobia_(SAR406_clade)_cl",0
"BOX_5_31","CNL","Other transects","B1","Mollicutes",0
"BOX_5_31","CNL","Other transects","B1","Nitrososphaeria",0
"BOX_5_31","CNL","Other transects","B1","Nitrospinia",0
"BOX_5_31","CNL","Other transects","B1","OM190",0
"BOX_5_31","CNL","Other transects","B1","Oligosphaeria",0
"BOX_5_31","CNL","Other transects","B1","Oxyphotobacteria",0
"BOX_5_31","CNL","Other transects","B1","Phycisphaerae",0
"BOX_5_31","CNL","Other transects","B1","Planctomycetacia",0
"BOX_5_31","CNL","Other transects","B1","Spirochaetia",0
"BOX_5_31","CNL","Other transects","B1","Thermoplasmata",0
"BOX_5_31","CNL","Other transects","B1","Verrucomicrobiae",6.97529111047998
"BOX_5_32","CL","Other transects","B2a","Acidimicrobiia",0
"BOX_5_32","CL","Other transects","B2a","Actinobacteria",0
"BOX_5_32","CL","Other transects","B2a","Alphaproteobacteria",20.7700696250315
"BOX_5_32","CL","Other transects","B2a","Bacteroidia",29.4438386041439
"BOX_5_32","CL","Other transects","B2a","CPR2",0
"BOX_5_32","CL","Other transects","B2a","Campylobacteria",0
"BOX_5_32","CL","Other transects","B2a","Chitinivibrionia",0
"BOX_5_32","CL","Other transects","B2a","Clostridia",0
"BOX_5_32","CL","Other transects","B2a","Deltaproteobacteria",0.155188323127254
"BOX_5_32","CL","Other transects","B2a","Gammaproteobacteria",49.6309034476973
"BOX_5_32","CL","Other transects","B2a","Gracilibacteria",0
"BOX_5_32","CL","Other transects","B2a","Kiritimatiellae",0
"BOX_5_32","CL","Other transects","B2a","Lentisphaeria",0
"BOX_5_32","CL","Other transects","B2a","Lokiarchaeia",0
"BOX_5_32","CL","Other transects","B2a","Marinimicrobia_(SAR406_clade)_cl",0
"BOX_5_32","CL","Other transects","B2a","Mollicutes",0
"BOX_5_32","CL","Other transects","B2a","Nitrososphaeria",0
"BOX_5_32","CL","Other transects","B2a","Nitrospinia",0
"BOX_5_32","CL","Other transects","B2a","OM190",0
"BOX_5_32","CL","Other transects","B2a","Oligosphaeria",0
"BOX_5_32","CL","Other transects","B2a","Oxyphotobacteria",0
"BOX_5_32","CL","Other transects","B2a","Phycisphaerae",0
"BOX_5_32","CL","Other transects","B2a","Planctomycetacia",0
"BOX_5_32","CL","Other transects","B2a","Spirochaetia",0
"BOX_5_32","CL","Other transects","B2a","Thermoplasmata",0
"BOX_5_32","CL","Other transects","B2a","Verrucomicrobiae",0
"BOX_5_33","CNL","Other transects","B1","Acidimicrobiia",0
"BOX_5_33","CNL","Other transects","B1","Actinobacteria",0
"BOX_5_33","CNL","Other transects","B1","Alphaproteobacteria",18.7851647720749
"BOX_5_33","CNL","Other transects","B1","Bacteroidia",29.8656562177058
"BOX_5_33","CNL","Other transects","B1","CPR2",0
"BOX_5_33","CNL","Other transects","B1","Campylobacteria",0
"BOX_5_33","CNL","Other transects","B1","Chitinivibrionia",0.103341370995522
"BOX_5_33","CNL","Other transects","B1","Clostridia",0
"BOX_5_33","CNL","Other transects","B1","Deltaproteobacteria",1.07934320817545
"BOX_5_33","CNL","Other transects","B1","Gammaproteobacteria",45.7917097255712
"BOX_5_33","CNL","Other transects","B1","Gracilibacteria",0
"BOX_5_33","CNL","Other transects","B1","Kiritimatiellae",0
"BOX_5_33","CNL","Other transects","B1","Lentisphaeria",0
"BOX_5_33","CNL","Other transects","B1","Lokiarchaeia",0
"BOX_5_33","CNL","Other transects","B1","Marinimicrobia_(SAR406_clade)_cl",0.0688942473303479
"BOX_5_33","CNL","Other transects","B1","Mollicutes",0
"BOX_5_33","CNL","Other transects","B1","Nitrososphaeria",0
"BOX_5_33","CNL","Other transects","B1","Nitrospinia",0
"BOX_5_33","CNL","Other transects","B1","OM190",0
"BOX_5_33","CNL","Other transects","B1","Oligosphaeria",0
"BOX_5_33","CNL","Other transects","B1","Oxyphotobacteria",0
"BOX_5_33","CNL","Other transects","B1","Phycisphaerae",0
"BOX_5_33","CNL","Other transects","B1","Planctomycetacia",0
"BOX_5_33","CNL","Other transects","B1","Spirochaetia",0
"BOX_5_33","CNL","Other transects","B1","Thermoplasmata",0
"BOX_5_33","CNL","Other transects","B1","Verrucomicrobiae",4.30589045814674
"BOX_5_34","CL","Other transects","B2a","Acidimicrobiia",0
"BOX_5_34","CL","Other transects","B2a","Actinobacteria",0
"BOX_5_34","CL","Other transects","B2a","Alphaproteobacteria",14.1430676051727
"BOX_5_34","CL","Other transects","B2a","Bacteroidia",36.880013095433
"BOX_5_34","CL","Other transects","B2a","CPR2",0
"BOX_5_34","CL","Other transects","B2a","Campylobacteria",0
"BOX_5_34","CL","Other transects","B2a","Chitinivibrionia",0
"BOX_5_34","CL","Other transects","B2a","Clostridia",0
"BOX_5_34","CL","Other transects","B2a","Deltaproteobacteria",0.114585038467834
"BOX_5_34","CL","Other transects","B2a","Gammaproteobacteria",48.8623342609265
"BOX_5_34","CL","Other transects","B2a","Gracilibacteria",0
"BOX_5_34","CL","Other transects","B2a","Kiritimatiellae",0
"BOX_5_34","CL","Other transects","B2a","Lentisphaeria",0
"BOX_5_34","CL","Other transects","B2a","Lokiarchaeia",0
"BOX_5_34","CL","Other transects","B2a","Marinimicrobia_(SAR406_clade)_cl",0
"BOX_5_34","CL","Other transects","B2a","Mollicutes",0
"BOX_5_34","CL","Other transects","B2a","Nitrososphaeria",0
"BOX_5_34","CL","Other transects","B2a","Nitrospinia",0
"BOX_5_34","CL","Other transects","B2a","OM190",0
"BOX_5_34","CL","Other transects","B2a","Oligosphaeria",0
"BOX_5_34","CL","Other transects","B2a","Oxyphotobacteria",0
"BOX_5_34","CL","Other transects","B2a","Phycisphaerae",0
"BOX_5_34","CL","Other transects","B2a","Planctomycetacia",0
"BOX_5_34","CL","Other transects","B2a","Spirochaetia",0
"BOX_5_34","CL","Other transects","B2a","Thermoplasmata",0
"BOX_5_34","CL","Other transects","B2a","Verrucomicrobiae",0
"BOX_5_35","CL","Other transects","B2b","Acidimicrobiia",0
"BOX_5_35","CL","Other transects","B2b","Actinobacteria",0
"BOX_5_35","CL","Other transects","B2b","Alphaproteobacteria",11.0707576706324
"BOX_5_35","CL","Other transects","B2b","Bacteroidia",35.0281778334377
"BOX_5_35","CL","Other transects","B2b","CPR2",0
"BOX_5_35","CL","Other transects","B2b","Campylobacteria",0.144020037570445
"BOX_5_35","CL","Other transects","B2b","Chitinivibrionia",0
"BOX_5_35","CL","Other transects","B2b","Clostridia",0
"BOX_5_35","CL","Other transects","B2b","Deltaproteobacteria",0.413274890419537
"BOX_5_35","CL","Other transects","B2b","Gammaproteobacteria",53.3437695679399
"BOX_5_35","CL","Other transects","B2b","Gracilibacteria",0
"BOX_5_35","CL","Other transects","B2b","Kiritimatiellae",0
"BOX_5_35","CL","Other transects","B2b","Lentisphaeria",0
"BOX_5_35","CL","Other transects","B2b","Lokiarchaeia",0
"BOX_5_35","CL","Other transects","B2b","Marinimicrobia_(SAR406_clade)_cl",0
"BOX_5_35","CL","Other transects","B2b","Mollicutes",0
"BOX_5_35","CL","Other transects","B2b","Nitrososphaeria",0
"BOX_5_35","CL","Other transects","B2b","Nitrospinia",0
"BOX_5_35","CL","Other transects","B2b","OM190",0
"BOX_5_35","CL","Other transects","B2b","Oligosphaeria",0
"BOX_5_35","CL","Other transects","B2b","Oxyphotobacteria",0
"BOX_5_35","CL","Other transects","B2b","Phycisphaerae",0
"BOX_5_35","CL","Other transects","B2b","Planctomycetacia",0
"BOX_5_35","CL","Other transects","B2b","Spirochaetia",0
"BOX_5_35","CL","Other transects","B2b","Thermoplasmata",0
"BOX_5_35","CL","Other transects","B2b","Verrucomicrobiae",0
"BOX_5_36","CNL","Other transects","B1","Acidimicrobiia",0
"BOX_5_36","CNL","Other transects","B1","Actinobacteria",0
"BOX_5_36","CNL","Other transects","B1","Alphaproteobacteria",22.6996150502918
"BOX_5_36","CNL","Other transects","B1","Bacteroidia",38.6936545386812
"BOX_5_36","CNL","Other transects","B1","CPR2",0
"BOX_5_36","CNL","Other transects","B1","Campylobacteria",0
"BOX_5_36","CNL","Other transects","B1","Chitinivibrionia",0
"BOX_5_36","CNL","Other transects","B1","Clostridia",0
"BOX_5_36","CNL","Other transects","B1","Deltaproteobacteria",0.384949708183286
"BOX_5_36","CNL","Other transects","B1","Gammaproteobacteria",35.2291071650317
"BOX_5_36","CNL","Other transects","B1","Gracilibacteria",0
"BOX_5_36","CNL","Other transects","B1","Kiritimatiellae",0
"BOX_5_36","CNL","Other transects","B1","Lentisphaeria",0
"BOX_5_36","CNL","Other transects","B1","Lokiarchaeia",0
"BOX_5_36","CNL","Other transects","B1","Marinimicrobia_(SAR406_clade)_cl",0
"BOX_5_36","CNL","Other transects","B1","Mollicutes",0
"BOX_5_36","CNL","Other transects","B1","Nitrososphaeria",0
"BOX_5_36","CNL","Other transects","B1","Nitrospinia",0
"BOX_5_36","CNL","Other transects","B1","OM190",0
"BOX_5_36","CNL","Other transects","B1","Oligosphaeria",0
"BOX_5_36","CNL","Other transects","B1","Oxyphotobacteria",0
"BOX_5_36","CNL","Other transects","B1","Phycisphaerae",0
"BOX_5_36","CNL","Other transects","B1","Planctomycetacia",0
"BOX_5_36","CNL","Other transects","B1","Spirochaetia",0
"BOX_5_36","CNL","Other transects","B1","Thermoplasmata",0
"BOX_5_36","CNL","Other transects","B1","Verrucomicrobiae",2.992673537812
"BOX_5_37","CL","Other transects","B2a","Acidimicrobiia",0
"BOX_5_37","CL","Other transects","B2a","Actinobacteria",0
"BOX_5_37","CL","Other transects","B2a","Alphaproteobacteria",16.4787215957387
"BOX_5_37","CL","Other transects","B2a","Bacteroidia",26.6050886836289
"BOX_5_37","CL","Other transects","B2a","CPR2",0
"BOX_5_37","CL","Other transects","B2a","Campylobacteria",0.249334164447215
"BOX_5_37","CL","Other transects","B2a","Chitinivibrionia",0
"BOX_5_37","CL","Other transects","B2a","Clostridia",0
"BOX_5_37","CL","Other transects","B2a","Deltaproteobacteria",0.0510001700005667
"BOX_5_37","CL","Other transects","B2a","Gammaproteobacteria",56.6158553861846
"BOX_5_37","CL","Other transects","B2a","Gracilibacteria",0
"BOX_5_37","CL","Other transects","B2a","Kiritimatiellae",0
"BOX_5_37","CL","Other transects","B2a","Lentisphaeria",0
"BOX_5_37","CL","Other transects","B2a","Lokiarchaeia",0
"BOX_5_37","CL","Other transects","B2a","Marinimicrobia_(SAR406_clade)_cl",0
"BOX_5_37","CL","Other transects","B2a","Mollicutes",0
"BOX_5_37","CL","Other transects","B2a","Nitrososphaeria",0
"BOX_5_37","CL","Other transects","B2a","Nitrospinia",0
"BOX_5_37","CL","Other transects","B2a","OM190",0
"BOX_5_37","CL","Other transects","B2a","Oligosphaeria",0
"BOX_5_37","CL","Other transects","B2a","Oxyphotobacteria",0
"BOX_5_37","CL","Other transects","B2a","Phycisphaerae",0
"BOX_5_37","CL","Other transects","B2a","Planctomycetacia",0
"BOX_5_37","CL","Other transects","B2a","Spirochaetia",0
"BOX_5_37","CL","Other transects","B2a","Thermoplasmata",0
"BOX_5_37","CL","Other transects","B2a","Verrucomicrobiae",0
"BOX_5_39","CL","Other transects","B2b","Acidimicrobiia",0
"BOX_5_39","CL","Other transects","B2b","Actinobacteria",0
"BOX_5_39","CL","Other transects","B2b","Alphaproteobacteria",9.92076871207013
"BOX_5_39","CL","Other transects","B2b","Bacteroidia",38.6336817262306
"BOX_5_39","CL","Other transects","B2b","CPR2",0
"BOX_5_39","CL","Other transects","B2b","Campylobacteria",0
"BOX_5_39","CL","Other transects","B2b","Chitinivibrionia",0
"BOX_5_39","CL","Other transects","B2b","Clostridia",0
"BOX_5_39","CL","Other transects","B2b","Deltaproteobacteria",0.19807821982468
"BOX_5_39","CL","Other transects","B2b","Gammaproteobacteria",50.712238705327
"BOX_5_39","CL","Other transects","B2b","Gracilibacteria",0
"BOX_5_39","CL","Other transects","B2b","Kiritimatiellae",0
"BOX_5_39","CL","Other transects","B2b","Lentisphaeria",0
"BOX_5_39","CL","Other transects","B2b","Lokiarchaeia",0
"BOX_5_39","CL","Other transects","B2b","Marinimicrobia_(SAR406_clade)_cl",0
"BOX_5_39","CL","Other transects","B2b","Mollicutes",0
"BOX_5_39","CL","Other transects","B2b","Nitrososphaeria",0
"BOX_5_39","CL","Other transects","B2b","Nitrospinia",0
"BOX_5_39","CL","Other transects","B2b","OM190",0
"BOX_5_39","CL","Other transects","B2b","Oligosphaeria",0.535232636547539
"BOX_5_39","CL","Other transects","B2b","Oxyphotobacteria",0
"BOX_5_39","CL","Other transects","B2b","Phycisphaerae",0
"BOX_5_39","CL","Other transects","B2b","Planctomycetacia",0
"BOX_5_39","CL","Other transects","B2b","Spirochaetia",0
"BOX_5_39","CL","Other transects","B2b","Thermoplasmata",0
"BOX_5_39","CL","Other transects","B2b","Verrucomicrobiae",0
"BOX_5_40","CL","Other transects","B2b","Acidimicrobiia",0
"BOX_5_40","CL","Other transects","B2b","Actinobacteria",0
"BOX_5_40","CL","Other transects","B2b","Alphaproteobacteria",15.0285114045618
"BOX_5_40","CL","Other transects","B2b","Bacteroidia",30.9823929571829
"BOX_5_40","CL","Other transects","B2b","CPR2",0
"BOX_5_40","CL","Other transects","B2b","Campylobacteria",0.127551020408163
"BOX_5_40","CL","Other transects","B2b","Chitinivibrionia",0
"BOX_5_40","CL","Other transects","B2b","Clostridia",0
"BOX_5_40","CL","Other transects","B2b","Deltaproteobacteria",0.200080032012805
"BOX_5_40","CL","Other transects","B2b","Gammaproteobacteria",52.0583233293317
"BOX_5_40","CL","Other transects","B2b","Gracilibacteria",0
"BOX_5_40","CL","Other transects","B2b","Kiritimatiellae",0
"BOX_5_40","CL","Other transects","B2b","Lentisphaeria",0
"BOX_5_40","CL","Other transects","B2b","Lokiarchaeia",0
"BOX_5_40","CL","Other transects","B2b","Marinimicrobia_(SAR406_clade)_cl",0
"BOX_5_40","CL","Other transects","B2b","Mollicutes",0
"BOX_5_40","CL","Other transects","B2b","Nitrososphaeria",0
"BOX_5_40","CL","Other transects","B2b","Nitrospinia",0
"BOX_5_40","CL","Other transects","B2b","OM190",0
"BOX_5_40","CL","Other transects","B2b","Oligosphaeria",0.312625050020008
"BOX_5_40","CL","Other transects","B2b","Oxyphotobacteria",0
"BOX_5_40","CL","Other transects","B2b","Phycisphaerae",0
"BOX_5_40","CL","Other transects","B2b","Planctomycetacia",0
"BOX_5_40","CL","Other transects","B2b","Spirochaetia",0
"BOX_5_40","CL","Other transects","B2b","Thermoplasmata",0
"BOX_5_40","CL","Other transects","B2b","Verrucomicrobiae",1.29051620648259
"BOX_5_41","CL","Other transects","C2b2","Acidimicrobiia",0.147179067865904
"BOX_5_41","CL","Other transects","C2b2","Actinobacteria",0
"BOX_5_41","CL","Other transects","C2b2","Alphaproteobacteria",14.6906514036522
"BOX_5_41","CL","Other transects","C2b2","Bacteroidia",37.7759607522486
"BOX_5_41","CL","Other transects","C2b2","CPR2",0
"BOX_5_41","CL","Other transects","C2b2","Campylobacteria",0
"BOX_5_41","CL","Other transects","C2b2","Chitinivibrionia",0
"BOX_5_41","CL","Other transects","C2b2","Clostridia",0
"BOX_5_41","CL","Other transects","C2b2","Deltaproteobacteria",0.425183973834833
"BOX_5_41","CL","Other transects","C2b2","Gammaproteobacteria",45.8708094848733
"BOX_5_41","CL","Other transects","C2b2","Gracilibacteria",0
"BOX_5_41","CL","Other transects","C2b2","Kiritimatiellae",0
"BOX_5_41","CL","Other transects","C2b2","Lentisphaeria",0
"BOX_5_41","CL","Other transects","C2b2","Lokiarchaeia",0
"BOX_5_41","CL","Other transects","C2b2","Marinimicrobia_(SAR406_clade)_cl",0
"BOX_5_41","CL","Other transects","C2b2","Mollicutes",0
"BOX_5_41","CL","Other transects","C2b2","Nitrososphaeria",0
"BOX_5_41","CL","Other transects","C2b2","Nitrospinia",0
"BOX_5_41","CL","Other transects","C2b2","OM190",0
"BOX_5_41","CL","Other transects","C2b2","Oligosphaeria",0
"BOX_5_41","CL","Other transects","C2b2","Oxyphotobacteria",0
"BOX_5_41","CL","Other transects","C2b2","Phycisphaerae",0.239847369855547
"BOX_5_41","CL","Other transects","C2b2","Planctomycetacia",0
"BOX_5_41","CL","Other transects","C2b2","Spirochaetia",0
"BOX_5_41","CL","Other transects","C2b2","Thermoplasmata",0
"BOX_5_41","CL","Other transects","C2b2","Verrucomicrobiae",0.850367947669665
"BOX_5_42","CL","Other transects","C2b2","Acidimicrobiia",0.0687096330905593
"BOX_5_42","CL","Other transects","C2b2","Actinobacteria",0
"BOX_5_42","CL","Other transects","C2b2","Alphaproteobacteria",8.41349457193898
"BOX_5_42","CL","Other transects","C2b2","Bacteroidia",40.1813934313591
"BOX_5_42","CL","Other transects","C2b2","CPR2",0
"BOX_5_42","CL","Other transects","C2b2","Campylobacteria",0
"BOX_5_42","CL","Other transects","C2b2","Chitinivibrionia",0
"BOX_5_42","CL","Other transects","C2b2","Clostridia",0
"BOX_5_42","CL","Other transects","C2b2","Deltaproteobacteria",0
"BOX_5_42","CL","Other transects","C2b2","Gammaproteobacteria",50.0549677064724
"BOX_5_42","CL","Other transects","C2b2","Gracilibacteria",0
"BOX_5_42","CL","Other transects","C2b2","Kiritimatiellae",0
"BOX_5_42","CL","Other transects","C2b2","Lentisphaeria",0
"BOX_5_42","CL","Other transects","C2b2","Lokiarchaeia",0
"BOX_5_42","CL","Other transects","C2b2","Marinimicrobia_(SAR406_clade)_cl",0
"BOX_5_42","CL","Other transects","C2b2","Mollicutes",0
"BOX_5_42","CL","Other transects","C2b2","Nitrososphaeria",0
"BOX_5_42","CL","Other transects","C2b2","Nitrospinia",0
"BOX_5_42","CL","Other transects","C2b2","OM190",0
"BOX_5_42","CL","Other transects","C2b2","Oligosphaeria",0
"BOX_5_42","CL","Other transects","C2b2","Oxyphotobacteria",0
"BOX_5_42","CL","Other transects","C2b2","Phycisphaerae",0
"BOX_5_42","CL","Other transects","C2b2","Planctomycetacia",0
"BOX_5_42","CL","Other transects","C2b2","Spirochaetia",0.0446612615088635
"BOX_5_42","CL","Other transects","C2b2","Thermoplasmata",0
"BOX_5_42","CL","Other transects","C2b2","Verrucomicrobiae",1.23677339563007
"BOX_5_43","CL","Other transects","C2b2","Acidimicrobiia",0.182677530663728
"BOX_5_43","CL","Other transects","C2b2","Actinobacteria",0.0521935801896367
"BOX_5_43","CL","Other transects","C2b2","Alphaproteobacteria",14.1270623713283
"BOX_5_43","CL","Other transects","C2b2","Bacteroidia",42.5754632180242
"BOX_5_43","CL","Other transects","C2b2","CPR2",0
"BOX_5_43","CL","Other transects","C2b2","Campylobacteria",0
"BOX_5_43","CL","Other transects","C2b2","Chitinivibrionia",0
"BOX_5_43","CL","Other transects","C2b2","Clostridia",0
"BOX_5_43","CL","Other transects","C2b2","Deltaproteobacteria",0.376953634702931
"BOX_5_43","CL","Other transects","C2b2","Gammaproteobacteria",39.8497984747876
"BOX_5_43","CL","Other transects","C2b2","Gracilibacteria",0
"BOX_5_43","CL","Other transects","C2b2","Kiritimatiellae",0
"BOX_5_43","CL","Other transects","C2b2","Lentisphaeria",0
"BOX_5_43","CL","Other transects","C2b2","Lokiarchaeia",0
"BOX_5_43","CL","Other transects","C2b2","Marinimicrobia_(SAR406_clade)_cl",0
"BOX_5_43","CL","Other transects","C2b2","Mollicutes",0
"BOX_5_43","CL","Other transects","C2b2","Nitrososphaeria",0
"BOX_5_43","CL","Other transects","C2b2","Nitrospinia",0
"BOX_5_43","CL","Other transects","C2b2","OM190",0
"BOX_5_43","CL","Other transects","C2b2","Oligosphaeria",0
"BOX_5_43","CL","Other transects","C2b2","Oxyphotobacteria",0
"BOX_5_43","CL","Other transects","C2b2","Phycisphaerae",0.263867544292052
"BOX_5_43","CL","Other transects","C2b2","Planctomycetacia",0
"BOX_5_43","CL","Other transects","C2b2","Spirochaetia",0
"BOX_5_43","CL","Other transects","C2b2","Thermoplasmata",0
"BOX_5_43","CL","Other transects","C2b2","Verrucomicrobiae",2.57198364601154
"BOX_5_44","CL","Other transects","C2b2","Acidimicrobiia",0
"BOX_5_44","CL","Other transects","C2b2","Actinobacteria",0
"BOX_5_44","CL","Other transects","C2b2","Alphaproteobacteria",14.5893533680087
"BOX_5_44","CL","Other transects","C2b2","Bacteroidia",41.3600462338663
"BOX_5_44","CL","Other transects","C2b2","CPR2",0
"BOX_5_44","CL","Other transects","C2b2","Campylobacteria",0
"BOX_5_44","CL","Other transects","C2b2","Chitinivibrionia",0
"BOX_5_44","CL","Other transects","C2b2","Clostridia",0
"BOX_5_44","CL","Other transects","C2b2","Deltaproteobacteria",0.333911256662172
"BOX_5_44","CL","Other transects","C2b2","Gammaproteobacteria",41.6104796763629
"BOX_5_44","CL","Other transects","C2b2","Gracilibacteria",0
"BOX_5_44","CL","Other transects","C2b2","Kiritimatiellae",0
"BOX_5_44","CL","Other transects","C2b2","Lentisphaeria",0
"BOX_5_44","CL","Other transects","C2b2","Lokiarchaeia",0
"BOX_5_44","CL","Other transects","C2b2","Marinimicrobia_(SAR406_clade)_cl",0
"BOX_5_44","CL","Other transects","C2b2","Mollicutes",0
"BOX_5_44","CL","Other transects","C2b2","Nitrososphaeria",0
"BOX_5_44","CL","Other transects","C2b2","Nitrospinia",0
"BOX_5_44","CL","Other transects","C2b2","OM190",0
"BOX_5_44","CL","Other transects","C2b2","Oligosphaeria",0
"BOX_5_44","CL","Other transects","C2b2","Oxyphotobacteria",0
"BOX_5_44","CL","Other transects","C2b2","Phycisphaerae",0
"BOX_5_44","CL","Other transects","C2b2","Planctomycetacia",0
"BOX_5_44","CL","Other transects","C2b2","Spirochaetia",0
"BOX_5_44","CL","Other transects","C2b2","Thermoplasmata",0
"BOX_5_44","CL","Other transects","C2b2","Verrucomicrobiae",2.10620946509985
"BOX_5_45","CBE","Other transects","C2b2","Acidimicrobiia",0.199323723082399
"BOX_5_45","CBE","Other transects","C2b2","Actinobacteria",0
"BOX_5_45","CBE","Other transects","C2b2","Alphaproteobacteria",16.9816693361808
"BOX_5_45","CBE","Other transects","C2b2","Bacteroidia",31.2582310019576
"BOX_5_45","CBE","Other transects","C2b2","CPR2",0
"BOX_5_45","CBE","Other transects","C2b2","Campylobacteria",0
"BOX_5_45","CBE","Other transects","C2b2","Chitinivibrionia",0
"BOX_5_45","CBE","Other transects","C2b2","Clostridia",0
"BOX_5_45","CBE","Other transects","C2b2","Deltaproteobacteria",0.227798540665599
"BOX_5_45","CBE","Other transects","C2b2","Gammaproteobacteria",44.4919024737498
"BOX_5_45","CBE","Other transects","C2b2","Gracilibacteria",0
"BOX_5_45","CBE","Other transects","C2b2","Kiritimatiellae",0
"BOX_5_45","CBE","Other transects","C2b2","Lentisphaeria",0
"BOX_5_45","CBE","Other transects","C2b2","Lokiarchaeia",0
"BOX_5_45","CBE","Other transects","C2b2","Marinimicrobia_(SAR406_clade)_cl",0
"BOX_5_45","CBE","Other transects","C2b2","Mollicutes",0
"BOX_5_45","CBE","Other transects","C2b2","Nitrososphaeria",0
"BOX_5_45","CBE","Other transects","C2b2","Nitrospinia",0
"BOX_5_45","CBE","Other transects","C2b2","OM190",0
"BOX_5_45","CBE","Other transects","C2b2","Oligosphaeria",0
