"sample_cluster","col_cluster","ASV","short_name","mean_in","mean_out"
"C1b","CC4","Rhodobacterales (100); Rhodobacteraceae (100); Ascidiaceihabitans (98); ESV_198","Ascidiaceihabitans (98); ESV_198",0.011204,0.003435
"C1b","CC5","Flavobacteriales (93); Flavobacteriaceae (93); Lutibacter (50); ESV_526","Lutibacter (50); ESV_526",0.002092,0.00155
"C1b","CC5","Cellvibrionales (100); Halieaceae (100); OM60(NOR5)_clade (50); ESV_544","OM60(NOR5)_clade (50); ESV_544",0.00138,0.005446
"C1b","CC5","Flavobacteriales (100); Flavobacteriaceae (100); uncultured (100); ESV_130","uncultured (100); ESV_130",0.00137,0.012819
"C1b","CC5","OM182_clade (100); OM182_clade_fa (100); OM182_clade_ge (100); ESV_314","OM182_clade_ge (100); ESV_314",0.001194,0.004726
"C1b","CC5","Sphingobacteriales (100); NS11-12_marine_group (100); NS11-12_marine_group_ge (100); ESV_709","NS11-12_marine_group_ge (100); ESV_709",0.000773,0.003577
"C1b","CC6","Oceanospirillales (100); Nitrincolaceae (100); uncultured (100); ESV_4","uncultured (100); ESV_4",0.106042,0.181854
"C1b","CC6","Flavobacteriales (100); Flavobacteriaceae (100); Polaribacter (94); ESV_7","Polaribacter (94); ESV_7",0.074763,0.043655
"C1b","CC6","SAR11_clade (100); Clade_I (100); Clade_Ia (100); ESV_1","Clade_Ia (100); ESV_1",0.070783,0.07545
"C1b","CC6","Flavobacteriales (100); Flavobacteriaceae (100); Ulvibacter (99); ESV_9","Ulvibacter (99); ESV_9",0.067188,0.04903
"C1b","CC6","Thiomicrospirales (100); Thioglobaceae (100); SUP05_cluster (100); ESV_10","SUP05_cluster (100); ESV_10",0.056449,0.016152
"C2a","CC1","Pseudomonadales (87); Moraxellaceae (87); Psychrobacter (83); ESV_364","Psychrobacter (83); ESV_364",0.017439,0.005962
"C2a","CC1","Puniceispirillales (100); SAR116_clade (100); SAR116_clade_ge (92); ESV_604","SAR116_clade_ge (92); ESV_604",0.002998,0.000233
"C2a","CC1","Flavobacteriales (100); Flavobacteriaceae (100); Algibacter (96); ESV_984","Algibacter (96); ESV_984",0.002019,0.000367
"C2a","CC1","SAR86_clade (100); SAR86_clade_fa (100); SAR86_clade_ge (100); ESV_3710","SAR86_clade_ge (100); ESV_3710",0.001529,0.000947
"C2a","CC1","Alteromonadales (100); Psychromonadaceae (100); Psychromonas (100); ESV_1193","Psychromonas (100); ESV_1193",0.00126,0.000209
"C2a","CC2","Spirochaetales (5); Spirochaetaceae (5); uncultured (5); ESV_1032","uncultured (5); ESV_1032",0.003447,0.000355
"C2a","CC2","Microtrichales (100); Ilumatobacteraceae (100); Ilumatobacter (100); ESV_221","Ilumatobacter (100); ESV_221",0.002399,0.000589
"C2a","CC2","Diplorickettsiales (5); Diplorickettsiaceae (5); uncultured (5); ESV_2764","uncultured (5); ESV_2764",0.002264,0.000857
"C2a","CC2","Flavobacteriales (100); Flavobacteriaceae (100); NS4_marine_group (100); ESV_220","NS4_marine_group (100); ESV_220",0.001873,0.004132
"C2a","CC2","Alteromonadales (100); Alteromonadaceae (100); Alteromonas (100); ESV_50","Alteromonas (100); ESV_50",0.001731,0.004161
"C2a","CC3","SAR11_clade (100); Clade_III (100); Clade_III_ge (100); ESV_151","Clade_III_ge (100); ESV_151",0.016111,0.001289
"C2a","CC3","Micrococcales (99); Microbacteriaceae (99); Candidatus_Aquiluna (73); ESV_115","Candidatus_Aquiluna (73); ESV_115",0.012162,0.000511
"C2a","CC3","Flavobacteriales (100); Flavobacteriaceae (100); NS5_marine_group (100); ESV_257","NS5_marine_group (100); ESV_257",0.009338,0.000237
"C2a","CC3","Betaproteobacteriales (100); Methylophilaceae (100); OM43_clade (100); ESV_125","OM43_clade (100); ESV_125",0.005585,0.000677
"C2a","CC3","Betaproteobacteriales (100); Burkholderiaceae (100); RS62_marine_group (100); ESV_1499","RS62_marine_group (100); ESV_1499",0.005255,0.000185
"C2a","CC4","SAR86_clade (100); SAR86_clade_fa (100); SAR86_clade_ge (100); ESV_8","SAR86_clade_ge (100); ESV_8",0.042048,0.020447
"C2a","CC4","Rhodobacterales (100); Rhodobacteraceae (100); Planktomarina (85); ESV_30","Planktomarina (85); ESV_30",0.030737,0.020554
"C2a","CC4","Flavobacteriales (100); Flavobacteriaceae (100); Formosa (83); ESV_6","Formosa (83); ESV_6",0.029029,0.019556
"C2a","CC4","Flavobacteriales (100); Flavobacteriaceae (100); NS5_marine_group (100); ESV_29","NS5_marine_group (100); ESV_29",0.024566,0.002239
"C2a","CC4","SAR86_clade (100); SAR86_clade_fa (100); SAR86_clade_ge (100); ESV_37","SAR86_clade_ge (100); ESV_37",0.017,0.011076
"C2a","CC5","Puniceispirillales (100); SAR116_clade (100); SAR116_clade_ge (100); ESV_94","SAR116_clade_ge (100); ESV_94",0.02519,0.004283
"C2a","CC5","Flavobacteriales (100); Flavobacteriaceae (100); NS4_marine_group (100); ESV_149","NS4_marine_group (100); ESV_149",0.010336,0.001413
"C2a","CC5","Oceanospirillales (100); Pseudohongiellaceae (100); Pseudohongiella (100); ESV_147","Pseudohongiella (100); ESV_147",0.006993,0.00405
"C2a","CC5","Flavobacteriales (98); Flavobacteriaceae (98); Lutimonas (36); ESV_347","Lutimonas (36); ESV_347",0.006855,0.002014
"C2a","CC5","Flavobacteriales (100); Flavobacteriaceae (100); Polaribacter_1 (70); ESV_196","Polaribacter_1 (70); ESV_196",0.005322,0.002988
"C2a","CC6","SAR11_clade (100); Clade_I (100); Clade_Ia (100); ESV_1","Clade_Ia (100); ESV_1",0.185644,0.066797
"C2a","CC6","Oceanospirillales (100); Nitrincolaceae (100); uncultured (100); ESV_4","uncultured (100); ESV_4",0.120315,0.172766
"C2a","CC6","Flavobacteriales (100); Flavobacteriaceae (100); Ulvibacter (99); ESV_9","Ulvibacter (99); ESV_9",0.027102,0.05381
"C2a","CC6","OM182_clade (99); OM182_clade_fa (99); OM182_clade_ge (99); ESV_72","OM182_clade_ge (99); ESV_72",0.024345,0.024042
"C2a","CC6","Thiomicrospirales (100); Thioglobaceae (100); SUP05_cluster (100); ESV_10","SUP05_cluster (100); ESV_10",0.024259,0.02273
"C2b1","CC1","Flavobacteriales (100); Flavobacteriaceae (100); Formosa (62); ESV_565","Formosa (62); ESV_565",0.010028,9.9e-05
"C2b1","CC1","Flavobacteriales (100); Flavobacteriaceae (100); Algibacter (96); ESV_984","Algibacter (96); ESV_984",0.002127,0.000359
"C2b1","CC1","Cellvibrionales (100); Halieaceae (100); Halioglobus (96); ESV_1031","Halioglobus (96); ESV_1031",0.001696,0.001523
"C2b1","CC1","Rickettsiales (10); Anaplasmataceae (4); Wolbachia (4); ESV_2884","Wolbachia (4); ESV_2884",0.001176,0.000448
"C2b1","CC1","Pseudomonadales (87); Moraxellaceae (87); Psychrobacter (83); ESV_364","Psychrobacter (83); ESV_364",0.001063,0.007125
"C2b1","CC2","Nitrosococcales (96); Methylophagaceae (96); uncultured (80); ESV_763","uncultured (80); ESV_763",0.003316,0.001785
"C2b1","CC2","Flavobacteriales (96); NS9_marine_group (92); NS9_marine_group_ge (92); ESV_238","NS9_marine_group_ge (92); ESV_238",0.002385,0.002894
"C2b1","CC2","Verrucomicrobiales (100); Rubritaleaceae (100); Rubritalea (99); ESV_758","Rubritalea (99); ESV_758",0.00048,0.000964
"C2b1","CC2","Flavobacteriales (100); Flavobacteriaceae (100); Tenacibaculum (92); ESV_418","Tenacibaculum (92); ESV_418",0.000296,0.003168
"C2b1","CC2","Phycisphaerales (98); Phycisphaeraceae (98); Urania-1B-19_marine_sediment_group (67); ESV_623","Urania-1B-19_marine_sediment_group (67); ESV_623",0.000246,0.000662
"C2b1","CC3","Rickettsiales (5); Anaplasmataceae (1); Wolbachia (1); ESV_1127","Wolbachia (1); ESV_1127",0.004897,0.000326
"C2b1","CC3","Micrococcales (99); Microbacteriaceae (99); Candidatus_Aquiluna (73); ESV_115","Candidatus_Aquiluna (73); ESV_115",0.003491,0.001127
"C2b1","CC3","Betaproteobacteriales (100); Burkholderiaceae (100); RS62_marine_group (100); ESV_1499","RS62_marine_group (100); ESV_1499",0.002605,0.000373
"C2b1","CC3","Betaproteobacteriales (100); Methylophilaceae (100); OM43_clade (100); ESV_125","OM43_clade (100); ESV_125",0.001655,0.000956
"C2b1","CC3","Chthoniobacterales (100); Chthoniobacteraceae (82); LD29 (82); ESV_327","LD29 (82); ESV_327",0.001007,0.000868
"C2b1","CC4","Rhodobacterales (100); Rhodobacteraceae (100); Planktomarina (85); ESV_30","Planktomarina (85); ESV_30",0.061332,0.018382
"C2b1","CC4","Flavobacteriales (100); Flavobacteriaceae (100); NS5_marine_group (62); ESV_101","NS5_marine_group (62); ESV_101",0.054736,0.004642
"C2b1","CC4","Flavobacteriales (100); Flavobacteriaceae (100); Formosa (83); ESV_6","Formosa (83); ESV_6",0.044376,0.018466
"C2b1","CC4","SAR86_clade (100); SAR86_clade_fa (100); SAR86_clade_ge (100); ESV_8","SAR86_clade_ge (100); ESV_8",0.029217,0.021358
"C2b1","CC4","Cytophagales (100); Cyclobacteriaceae (100); Marinoscillum (100); ESV_217","Marinoscillum (100); ESV_217",0.024929,0.007266
"C2b1","CC5","Flavobacteriales (100); Flavobacteriaceae (100); uncultured (100); ESV_130","uncultured (100); ESV_130",0.012037,0.010842
"C2b1","CC5","Cellvibrionales (100); Porticoccaceae (100); SAR92_clade (100); ESV_261","SAR92_clade (100); ESV_261",0.008535,0.004603
"C2b1","CC5","Flavobacteriales (98); Flavobacteriaceae (98); Lutimonas (36); ESV_347","Lutimonas (36); ESV_347",0.008345,0.001908
"C2b1","CC5","Flavobacteriales (100); Flavobacteriaceae (100); Polaribacter_1 (90); ESV_322","Polaribacter_1 (90); ESV_322",0.005136,0.00248
"C2b1","CC5","Flavobacteriales (100); Flavobacteriaceae (100); Polaribacter_1 (70); ESV_196","Polaribacter_1 (70); ESV_196",0.005131,0.003001
"C2b1","CC6","Oceanospirillales (100); Nitrincolaceae (100); uncultured (100); ESV_4","uncultured (100); ESV_4",0.137143,0.171571
"C2b1","CC6","OM182_clade (99); OM182_clade_fa (99); OM182_clade_ge (99); ESV_72","OM182_clade_ge (99); ESV_72",0.069445,0.02084
"C2b1","CC6","Sphingobacteriales (100); NS11-12_marine_group (100); NS11-12_marine_group_ge (100); ESV_68","NS11-12_marine_group_ge (100); ESV_68",0.044363,0.019537
"C2b1","CC6","Flavobacteriales (100); Flavobacteriaceae (100); Polaribacter (94); ESV_7","Polaribacter (94); ESV_7",0.042082,0.049289
"C2b1","CC6","Rhodobacterales (100); Rhodobacteraceae (100); Sulfitobacter (99); ESV_26","Sulfitobacter (99); ESV_26",0.04049,0.044053
"C2b2","CC1","Rhodobacterales (100); Rhodobacteraceae (100); uncultured (37); ESV_1050","uncultured (37); ESV_1050",0.002005,0.00017
"C2b2","CC1","Flavobacteriales (100); Flavobacteriaceae (100); Polaribacter (93); ESV_354","Polaribacter (93); ESV_354",0.000903,0.000196
"C2b2","CC1","Flavobacteriales (100); Flavobacteriaceae (100); Algibacter (96); ESV_984","Algibacter (96); ESV_984",0.000885,0.000398
"C2b2","CC1","Alteromonadales (100); Psychromonadaceae (100); Psychromonas (100); ESV_1193","Psychromonas (100); ESV_1193",0.000828,0.000174
"C2b2","CC1","Cellvibrionales (100); Halieaceae (100); Halioglobus (96); ESV_1031","Halioglobus (96); ESV_1031",0.000828,0.001669
"C2b2","CC2","Nitrosococcales (96); Methylophagaceae (96); uncultured (80); ESV_763","uncultured (80); ESV_763",0.005134,0.001267
"C2b2","CC2","Verrucomicrobiales (100); Rubritaleaceae (100); Rubritalea (99); ESV_758","Rubritalea (99); ESV_758",0.003203,0.000499
"C2b2","CC2","Alteromonadales (100); Alteromonadaceae (100); Alteromonas (100); ESV_50","Alteromonas (100); ESV_50",0.002418,0.004301
"C2b2","CC2","Alteromonadales (100); Colwelliaceae (100); Colwellia (100); ESV_479","Colwellia (100); ESV_479",0.001937,0.000462
"C2b2","CC2","Phycisphaerales (98); Phycisphaeraceae (98); Urania-1B-19_marine_sediment_group (67); ESV_623","Urania-1B-19_marine_sediment_group (67); ESV_623",0.001079,0.000549
"C2b2","CC3","Kordiimonadales (100); uncultured (100); uncultured_ge (100); ESV_264","uncultured_ge (100); ESV_264",0.002995,0.000453
"C2b2","CC3","Flavobacteriales (76); Cryomorphaceae (27); uncultured (21); ESV_1451","uncultured (21); ESV_1451",0.002317,9.6e-05
"C2b2","CC3","SAR11_clade (100); Clade_III (100); Clade_III_ge (100); ESV_151","Clade_III_ge (100); ESV_151",0.002031,0.002317
"C2b2","CC3","Betaproteobacteriales (100); Methylophilaceae (100); OM43_clade (100); ESV_125","OM43_clade (100); ESV_125",0.00143,0.000921
"C2b2","CC3","Cellvibrionales (100); Porticoccaceae (100); Porticoccus (100); ESV_377","Porticoccus (100); ESV_377",0.001332,0.000429
"C2b2","CC4","Rhodobacterales (100); Rhodobacteraceae (100); Planktomarina (85); ESV_30","Planktomarina (85); ESV_30",0.026364,0.02025
"C2b2","CC4","Flavobacteriales (100); Flavobacteriaceae (100); Formosa (83); ESV_6","Formosa (83); ESV_6",0.024598,0.019342
"C2b2","CC4","Flavobacteriales (100); Flavobacteriaceae (100); NS5_marine_group (62); ESV_101","NS5_marine_group (62); ESV_101",0.014349,0.006745
"C2b2","CC4","SAR86_clade (100); SAR86_clade_fa (100); SAR86_clade_ge (100); ESV_8","SAR86_clade_ge (100); ESV_8",0.013345,0.023507
"C2b2","CC4","Cytophagales (100); Cyclobacteriaceae (100); Marinoscillum (100); ESV_217","Marinoscillum (100); ESV_217",0.009675,0.008201
"C2b2","CC5","Flavobacteriales (100); Flavobacteriaceae (100); uncultured (100); ESV_130","uncultured (100); ESV_130",0.02106,0.008987
"C2b2","CC5","Sphingobacteriales (100); NS11-12_marine_group (100); NS11-12_marine_group_ge (100); ESV_709","NS11-12_marine_group_ge (100); ESV_709",0.006033,0.002556
"C2b2","CC5","Flavobacteriales (100); Flavobacteriaceae (100); Polaribacter_1 (90); ESV_322","Polaribacter_1 (90); ESV_322",0.005589,0.002097
"C2b2","CC5","Cellvibrionales (100); Porticoccaceae (100); SAR92_clade (100); ESV_261","SAR92_clade (100); ESV_261",0.005256,0.004789
"C2b2","CC5","Cellvibrionales (63); Halieaceae (49); Luminiphilus (27); ESV_601","Luminiphilus (27); ESV_601",0.0038,0.003833
"C2b2","CC6","Oceanospirillales (100); Nitrincolaceae (100); uncultured (100); ESV_4","uncultured (100); ESV_4",0.200368,0.163359
"C2b2","CC6","Flavobacteriales (100); Flavobacteriaceae (100); Ulvibacter (99); ESV_9","Ulvibacter (99); ESV_9",0.061869,0.050164
"C2b2","CC6","Flavobacteriales (100); Flavobacteriaceae (100); Polaribacter (94); ESV_7","Polaribacter (94); ESV_7",0.05654,0.047337
"C2b2","CC6","SAR11_clade (100); Clade_I (100); Clade_Ia (100); ESV_1","Clade_Ia (100); ESV_1",0.056369,0.078169
"C2b2","CC6","Rhodobacterales (100); Rhodobacteraceae (100); Sulfitobacter (99); ESV_26","Sulfitobacter (99); ESV_26",0.034769,0.045543
