"s.1","s.2","s.3","s.4","s.5","s.6","s.7","s.8","s.9","s.10","index","stat","p.value","ASV","indicator_cluster"
0,0,0,0,0,0,0,1,0,0,8,0.362195976734395,0.015,"Flavobacteriales (98); NS7_marine_group (98); NS7_marine_group_ge (98); ESV_952","8"
0,0,0,0,0,1,0,0,0,0,6,0.370929592297091,0.015,"Flavobacteriales (100); Flavobacteriaceae (100); Dokdonia (98); ESV_2131","6"
0,0,0,0,0,1,1,0,0,0,46,0.396307899715378,0.016,"Marine_Group_II (100); Marine_Group_II_fa (100); Marine_Group_II_ge (100); ESV_160","6+7"
0,1,1,1,1,0,0,0,0,0,260,0.429081086793971,0.017,"Cellvibrionales (100); Halieaceae (100); Halioglobus (95); ESV_1234","2+3+4+5"
0,0,1,1,0,1,0,0,0,0,121,0.415681616680326,0.018,"Desulfobacterales (100); Desulfobulbaceae (100); uncultured (100); ESV_296","3+4+6"
0,0,0,0,0,1,0,0,0,0,6,0.362485642563678,0.018,"Kiritimatiellales (100); Kiritimatiellaceae (100); R76-B128 (100); ESV_2333","6"
0,0,0,0,0,0,1,0,0,0,7,0.365148371670111,0.02,"SAR86_clade (100); SAR86_clade_fa (100); SAR86_clade_ge (100); ESV_1859","7"
1,0,0,1,1,0,0,0,0,0,71,0.381051976237766,0.025,"Cellvibrionales (99); Spongiibacteraceae (99); BD1-7_clade (99); ESV_2043","1+4+5"
0,0,1,1,0,0,0,0,0,0,28,0.385541390009856,0.026,"Rhodobacterales (100); Rhodobacteraceae (100); Litoreibacter (98); ESV_653","3+4"
1,1,1,0,1,0,0,0,1,0,395,0.426270481088379,0.026,"Cellvibrionales (100); Halieaceae (100); Halioglobus (96); ESV_1031","1+2+3+5+9"
0,1,0,1,0,0,0,1,1,0,293,0.429343605456802,0.026,"Tenderiales (100); Tenderiaceae (100); Candidatus_Tenderia (100); ESV_5180","2+4+8+9"
0,0,0,0,0,0,1,0,0,0,7,0.365148371670111,0.029,"Micavibrionales (84); Micavibrionaceae (83); uncultured (82); ESV_8329","7"
0,0,0,0,0,0,1,1,0,1,173,0.404134264471016,0.032,"SAR11_clade (100); Clade_II (100); Clade_II_ge (100); ESV_98","7+8+10"
0,0,0,0,0,1,1,0,0,0,46,0.369274472937998,0.032,"Cellvibrionales (100); Halieaceae (100); Marimicrobium (54); ESV_1174","6+7"
0,0,0,0,0,0,1,0,0,0,7,0.365148371670111,0.033,"Nitrospinales (100); Nitrospinaceae (100); LS-NOB (79); ESV_1069","7"
1,1,1,1,1,1,0,0,0,0,638,0.431996861009777,0.039,"Thiohalorhabdales (29); Thiohalorhabdaceae (29); uncultured (29); ESV_367","1+2+3+4+5+6"
0,0,0,0,0,0,0,1,0,1,54,0.349215147884789,0.04,"Sphingobacteriales (90); NS11-12_marine_group (84); NS11-12_marine_group_ge (84); ESV_1679","8+10"
0,0,0,0,1,0,0,0,0,0,5,0.339683110243379,0.044,"Flavobacteriales (100); Flavobacteriaceae (100); Polaribacter_1 (96); ESV_717","5"
0,0,0,0,0,0,0,1,1,0,53,0.335875271809734,0.044,"Flavobacteriales (100); Flavobacteriaceae (100); NS5_marine_group (95); ESV_1507","8+9"
0,1,0,0,0,0,0,0,0,0,2,0.344125784192655,0.044,"Cellvibrionales (65); Spongiibacteraceae (53); BD1-7_clade (30); ESV_5213","2"
1,0,1,0,1,0,0,0,0,0,65,0.353728712499251,0.045,"Cellvibrionales (100); Spongiibacteraceae (100); BD1-7_clade (100); ESV_1132","1+3+5"
0,0,0,0,0,0,1,0,0,0,7,0.359813096847795,0.045,"Flavobacteriales (71); Cryomorphaceae (34); uncultured (16); ESV_1275","7"
0,0,0,0,0,0,1,1,1,0,172,0.360041149911548,0.048,"PeM15 (87); PeM15_fa (87); PeM15_ge (87); ESV_579","7+8+9"
1,1,1,1,1,1,1,1,1,0,1013,0.8347886800838,0.049,"Rhodobacterales (100); Rhodobacteraceae (100); Amylibacter (88); ESV_14","1+2+3+4+5+6+7+8+9"
