"cluster","ASV","short_name","mean_in","mean_out","ratio","pval","padj"
"A2","OM182_clade (100); OM182_clade_fa (100); OM182_clade_ge (100); ESV_2721","OM182_clade_ge (100); ESV_2721",0.004789,0.000336,14.2,6.69e-06,0.000109
"A2","OM182_clade (100); OM182_clade_fa (100); OM182_clade_ge (100); ESV_314","OM182_clade_ge (100); ESV_314",0.021526,0.00257,8.4,2.63e-07,6e-06
"A2","Arenicellales (100); Arenicellaceae (100); Arenicella (100); ESV_2959","Arenicella (100); ESV_2959",0.00166,0.000203,8.1,0.00584,0.0434
"A2","SAR86_clade (100); SAR86_clade_fa (100); SAR86_clade_ge (100); ESV_8","SAR86_clade_ge (100); ESV_8",0.095222,0.015252,6.2,0.000173,0.00195
"A2","Puniceispirillales (100); SAR116_clade (100); SAR116_clade_ge (100); ESV_94","SAR116_clade_ge (100); ESV_94",0.024451,0.003972,6.2,3.6e-10,1.57e-08
"A2","KI89A_clade (100); KI89A_clade_fa (100); KI89A_clade_ge (100); ESV_857","KI89A_clade_ge (100); ESV_857",0.000674,0.00014,4.8,0.00397,0.0306
"A2","Cellvibrionales (100); Halieaceae (100); OM60(NOR5)_clade (50); ESV_544","OM60(NOR5)_clade (50); ESV_544",0.014914,0.003856,3.9,0.00029,0.00301
"A2","SAR86_clade (100); SAR86_clade_fa (100); SAR86_clade_ge (100); ESV_37","SAR86_clade_ge (100); ESV_37",0.035731,0.009277,3.9,0.00295,0.0233
"A2","Cellvibrionales (63); Halieaceae (49); Luminiphilus (27); ESV_601","Luminiphilus (27); ESV_601",0.010295,0.003243,3.2,0.00551,0.0411
"A2","Cellvibrionales (100); Porticoccaceae (100); SAR92_clade (100); ESV_96","SAR92_clade (100); ESV_96",0.047812,0.018688,2.6,0.000193,0.00214
"A2","OM182_clade (99); OM182_clade_fa (99); OM182_clade_ge (99); ESV_72","OM182_clade_ge (99); ESV_72",0.052371,0.021504,2.4,5.36e-06,9.1e-05
"A2","Oceanospirillales (100); Pseudohongiellaceae (100); Pseudohongiella (100); ESV_107","Pseudohongiella (100); ESV_107",0.017532,0.007349,2.4,0.0012,0.0106
"B1","Chitinivibrionales (18); Chitinivibrionaceae (18); Chitinivibrio (18); ESV_9969","Chitinivibrio (18); ESV_9969",0.000509,4e-06,108.6,2.11e-08,6.26e-07
"B1","Cellvibrionales (92); Cellvibrionaceae (88); Cellvibrionaceae_ge (13); ESV_11272","Cellvibrionaceae_ge (13); ESV_11272",0.000153,5e-06,26.8,0.000301,0.00308
"B1","Flavobacteriales (100); NS9_marine_group (100); NS9_marine_group_ge (100); ESV_338","NS9_marine_group_ge (100); ESV_338",0.000481,2.3e-05,20.5,5.19e-07,1.09e-05
"B1","Flavobacteriales (100); Crocinitomicaceae (100); Fluviicola (80); ESV_1629","Fluviicola (80); ESV_1629",0.000986,5.4e-05,17.9,0.00104,0.00931
"B1","Flavobacteriales (100); Flavobacteriaceae (100); Lutimonas (100); ESV_3021","Lutimonas (100); ESV_3021",0.000566,3.5e-05,15.6,0.00242,0.0198
"B1","Rhodobacterales (100); Rhodobacteraceae (100); Litoreibacter (98); ESV_653","Litoreibacter (98); ESV_653",0.001136,9.1e-05,12.3,0.000227,0.0025
"B1","Bacteroidales (100); Marinifilaceae (100); uncultured (100); ESV_4665","uncultured (100); ESV_4665",0.000367,3.2e-05,11.1,2.73e-05,0.00038
"B1","Flavobacteriales (76); NS9_marine_group (33); NS9_marine_group_ge (33); ESV_10064","NS9_marine_group_ge (33); ESV_10064",0.00024,2.2e-05,10.6,0.000257,0.00273
"B1","Flavobacteriales (100); NS7_marine_group (100); NS7_marine_group_ge (100); ESV_777","NS7_marine_group_ge (100); ESV_777",0.001226,0.000193,6.3,5.05e-11,2.6e-09
"B1","Desulfuromonadales (100); Sva1033 (100); Sva1033_ge (100); ESV_278","Sva1033_ge (100); ESV_278",0.001026,0.000192,5.3,1.88e-07,4.48e-06
"B1","Rhodobacterales (100); Rhodobacteraceae (100); uncultured (94); ESV_792","uncultured (94); ESV_792",0.001553,0.000306,5.1,0.000176,0.00197
"B1","Marinimicrobia_(SAR406_clade)_or (100); Marinimicrobia_(SAR406_clade)_fa (100); Marinimicrobia_(SAR406_clade)_ge (100); ESV_829","Marinimicrobia_(SAR406_clade)_ge (100); ESV_829",0.000908,0.000199,4.5,2.15e-07,5e-06
"B1","Flavobacteriales (100); Flavobacteriaceae (100); NS4_marine_group (100); ESV_220","NS4_marine_group (100); ESV_220",0.013103,0.003037,4.3,1.95e-10,9.31e-09
"B1","Flavobacteriales (100); NS9_marine_group (100); NS9_marine_group_ge (100); ESV_432","NS9_marine_group_ge (100); ESV_432",0.004112,0.000977,4.2,8.91e-09,3.03e-07
"B1","Flavobacteriales (100); Flavobacteriaceae (100); Tenacibaculum (92); ESV_418","Tenacibaculum (92); ESV_418",0.009176,0.002335,3.9,2.24e-08,6.57e-07
"B1","Parvibaculales (100); OCS116_clade (100); OCS116_clade_ge (100); ESV_376","OCS116_clade_ge (100); ESV_376",0.005365,0.00172,3.1,2.77e-08,7.69e-07
"B1","Flavobacteriales (100); Crocinitomicaceae (100); Fluviicola (85); ESV_864","Fluviicola (85); ESV_864",0.000718,0.000272,2.6,0.000289,0.00301
"B1","Myxococcales (100); Sandaracinaceae (100); uncultured (100); ESV_1012","uncultured (100); ESV_1012",0.000126,4.8e-05,2.6,0.00671,0.0495
"B1","Thiomicrospirales (100); Thioglobaceae (100); SUP05_cluster (100); ESV_10","SUP05_cluster (100); ESV_10",0.051286,0.019882,2.6,7.76e-05,0.000953
"B1","Chitinophagales (100); Saprospiraceae (100); uncultured (100); ESV_280","uncultured (100); ESV_280",0.001573,0.000652,2.4,0.000785,0.00728
"B1","Flavobacteriales (96); NS9_marine_group (92); NS9_marine_group_ge (92); ESV_238","NS9_marine_group_ge (92); ESV_238",0.005993,0.002535,2.4,4e-07,8.68e-06
"B1","Verrucomicrobiales (100); Rubritaleaceae (100); Persicirhabdus (100); ESV_190","Persicirhabdus (100); ESV_190",0.026182,0.011145,2.3,0.00105,0.0094
"B1","Flavobacteriales (93); Flavobacteriaceae (93); Lutibacter (50); ESV_526","Lutibacter (50); ESV_526",0.003395,0.001458,2.3,0.00112,0.00997
"B1","Cellvibrionales (100); Porticoccaceae (100); SAR92_clade (100); ESV_626","SAR92_clade (100); ESV_626",0.007679,0.003553,2.2,0.000181,0.00202
"B2a","Flavobacteriales (100); Flavobacteriaceae (100); Polaribacter_3 (65); ESV_1036","Polaribacter_3 (65); ESV_1036",0.002903,0,2904.1,1.16e-12,9.04e-11
"B2a","Flavobacteriales (100); Flavobacteriaceae (100); uncultured (100); ESV_4334","uncultured (100); ESV_4334",0.000968,4e-06,178.1,2.11e-08,6.26e-07
"B2a","Flavobacteriales (99); NS9_marine_group (88); NS9_marine_group_ge (88); ESV_6004","NS9_marine_group_ge (88); ESV_6004",0.000907,6e-06,131.6,0.000301,0.00308
"B2a","Oceanospirillales (100); Pseudohongiellaceae (100); Pseudohongiella (100); ESV_9385","Pseudohongiella (100); ESV_9385",0.000488,1.1e-05,39.4,0.000301,0.00308
"B2a","Flavobacteriales (100); Crocinitomicaceae (100); Crocinitomix (100); ESV_4802","Crocinitomix (100); ESV_4802",8.3e-05,3e-06,22.7,0.000327,0.00332
"B2a","Flavobacteriales (100); Flavobacteriaceae (100); Polaribacter_1 (70); ESV_196","Polaribacter_1 (70); ESV_196",0.019235,0.001475,13,4.32e-12,2.85e-10
"B2a","Chitinophagales (94); Saprospiraceae (94); Rubidimonas (70); ESV_2698","Rubidimonas (70); ESV_2698",0.000712,6.1e-05,11.5,2.21e-05,0.000316
"B2a","Cellvibrionales (100); Porticoccaceae (100); SAR92_clade (100); ESV_361","SAR92_clade (100); ESV_361",0.007587,0.000955,7.9,3.54e-09,1.34e-07
"B2a","OM182_clade (100); OM182_clade_fa (100); OM182_clade_ge (100); ESV_1503","OM182_clade_ge (100); ESV_1503",0.008147,0.001065,7.6,6.36e-16,7.46e-14
"B2a","B2M28 (97); B2M28_fa (97); B2M28_ge (97); ESV_1353","B2M28_ge (97); ESV_1353",0.000283,3.7e-05,7.5,0.00257,0.0207
"B2a","Flavobacteriales (100); Flavobacteriaceae (100); NS4_marine_group (100); ESV_149","NS4_marine_group (100); ESV_149",0.008157,0.001367,6,8.98e-10,3.8e-08
"B2a","Flavobacteriales (100); Flavobacteriaceae (100); Polaribacter (85); ESV_676","Polaribacter (85); ESV_676",0.012803,0.002305,5.6,3.29e-10,1.46e-08
"B2a","Flavobacteriales (100); Crocinitomicaceae (100); Fluviicola (85); ESV_864","Fluviicola (85); ESV_864",0.001038,0.000238,4.3,0.00245,0.0199
"B2a","Arenicellales (99); Arenicellaceae (99); Arenicella (99); ESV_825","Arenicella (99); ESV_825",0.001128,0.000269,4.2,3.47e-07,7.65e-06
"B2a","Chitinophagales (100); Saprospiraceae (100); uncultured (100); ESV_280","uncultured (100); ESV_280",0.002183,0.000589,3.7,2.48e-05,0.000349
"B2a","Cellvibrionales (99); Spongiibacteraceae (99); BD1-7_clade (99); ESV_2043","BD1-7_clade (99); ESV_2043",0.000186,5e-05,3.7,0.00015,0.00171
"B2a","Cellvibrionales (100); Halieaceae (100); Halioglobus (95); ESV_1234","Halioglobus (95); ESV_1234",0.001176,0.000342,3.4,0.000538,0.00535
"B2a","Flavobacteriales (98); Flavobacteriaceae (98); Lutimonas (36); ESV_347","Lutimonas (36); ESV_347",0.005931,0.001962,3,1.13e-07,2.9e-06
"B2a","SAR324_clade(Marine_group_B) (100); SAR324_clade(Marine_group_B)_fa (100); SAR324_clade(Marine_group_B)_ge (100); ESV_610","SAR324_clade(Marine_group_B)_ge (100); ESV_610",0.000396,0.000136,2.9,0.000257,0.00273
"B2a","Rhodobacterales (100); Rhodobacteraceae (100); uncultured (94); ESV_792","uncultured (94); ESV_792",0.000897,0.000374,2.4,3.85e-05,0.000515
"B2a","OM182_clade (100); OM182_clade_fa (100); OM182_clade_ge (100); ESV_2721","OM182_clade_ge (100); ESV_2721",0.00149,0.000623,2.4,4.21e-05,0.000557
"B2a","Flavobacteriales (100); Flavobacteriaceae (100); Ulvibacter (98); ESV_139","Ulvibacter (98); ESV_139",0.015518,0.006517,2.4,8.46e-06,0.000135
"B2a","Flavobacteriales (93); Flavobacteriaceae (93); Lutibacter (50); ESV_526","Lutibacter (50); ESV_526",0.003419,0.001456,2.3,0.000294,0.00305
"B2a","SAR86_clade (100); SAR86_clade_fa (100); SAR86_clade_ge (100); ESV_8","SAR86_clade_ge (100); ESV_8",0.041132,0.019883,2.1,1.48e-06,2.9e-05
"B2a","Flavobacteriales (100); Cryomorphaceae (100); uncultured (100); ESV_541","uncultured (100); ESV_541",0.000765,0.000371,2.1,0.00358,0.0279
"B2b","Flavobacteriales (100); Flavobacteriaceae (100); Polaribacter_1 (96); ESV_717","Polaribacter_1 (96); ESV_717",0.000343,0,344.1,1.1e-05,0.00017
"B2b","Rhodobacterales (100); Rhodobacteraceae (100); Sulfitobacter (99); ESV_597","Sulfitobacter (99); ESV_597",0.000965,5.2e-05,18.2,1.28e-05,0.000193
"B2b","Desulfobacterales (100); Desulfobulbaceae (100); Desulforhopalus (85); ESV_2058","Desulforhopalus (85); ESV_2058",0.00026,2.1e-05,12,0.00159,0.0136
"B2b","Campylobacterales (100); Arcobacteraceae (100); Arcobacter (100); ESV_2621","Arcobacter (100); ESV_2621",0.00033,3.9e-05,8.2,0.000551,0.00547
"B2b","Flavobacteriales (100); Flavobacteriaceae (100); Polaribacter (93); ESV_354","Polaribacter (93); ESV_354",0.001146,0.000169,6.7,0.000109,0.0013
"B2b","Cellvibrionales (100); Spongiibacteraceae (100); BD1-7_clade (100); ESV_1132","BD1-7_clade (100); ESV_1132",0.000216,3.2e-05,6.5,0.0016,0.0136
"B2b","Flavobacteriales (100); Flavobacteriaceae (100); Polaribacter_1 (90); ESV_322","Polaribacter_1 (90); ESV_322",0.009418,0.001522,6.2,2.03e-11,1.14e-09
"B2b","Sphingobacteriales (100); NS11-12_marine_group (100); NS11-12_marine_group_ge (100); ESV_709","NS11-12_marine_group_ge (100); ESV_709",0.010619,0.001854,5.7,2.85e-12,2.04e-10
"B2b","Flavobacteriales (100); Flavobacteriaceae (100); NS4_marine_group (100); ESV_622","NS4_marine_group (100); ESV_622",0.004832,0.000942,5.1,2.19e-14,2.17e-12
"B2b","Cellvibrionales (100); Porticoccaceae (100); SAR92_clade (100); ESV_361","SAR92_clade (100); ESV_361",0.004775,0.001042,4.6,3.07e-07,6.94e-06
"B2b","Chitinophagales (100); Saprospiraceae (100); Portibacter (83); ESV_767","Portibacter (83); ESV_767",0.00117,0.000285,4.1,1.32e-07,3.25e-06
"B2b","Flavobacteriales (100); Flavobacteriaceae (100); uncultured (100); ESV_130","uncultured (100); ESV_130",0.029192,0.007856,3.7,8.09e-12,5.09e-10
"B2b","Flavobacteriales (100); Cryomorphaceae (100); uncultured (100); ESV_959","uncultured (100); ESV_959",0.002829,0.000769,3.7,2.07e-06,3.92e-05
"B2b","Cellvibrionales (100); Porticoccaceae (100); SAR92_clade (100); ESV_261","SAR92_clade (100); ESV_261",0.012463,0.003589,3.5,3.65e-09,1.36e-07
"B2b","Rhodobacterales (100); Rhodobacteraceae (100); Amylibacter (62); ESV_678","Amylibacter (62); ESV_678",0.00182,0.000533,3.4,1.83e-05,0.000263
"B2b","Flavobacteriales (99); Flavobacteriaceae (99); Lutibacter (87); ESV_1264","Lutibacter (87); ESV_1264",0.001426,0.000476,3,0.000192,0.00213
"B2b","Flavobacteriales (100); Flavobacteriaceae (100); Polaribacter (85); ESV_676","Polaribacter (85); ESV_676",0.006899,0.002686,2.6,1.64e-06,3.19e-05
"B2b","Oceanospirillales (100); Saccharospirillaceae (100); Reinekea (100); ESV_1129","Reinekea (100); ESV_1129",0.003291,0.001329,2.5,2.03e-07,4.77e-06
"B2b","Flavobacteriales (100); Flavobacteriaceae (100); Ulvibacter (99); ESV_9","Ulvibacter (99); ESV_9",0.09869,0.044215,2.2,3.08e-08,8.37e-07
"B2b","Alteromonadales (100); Alteromonadaceae (100); Paraglaciecola (100); ESV_38","Paraglaciecola (100); ESV_38",0.015622,0.00742,2.1,0.000124,0.00144
"C1a","Flavobacteriales (100); Flavobacteriaceae (100); Dokdonia (98); ESV_2131","Dokdonia (98); ESV_2131",0.000289,2e-06,99.3,5.81e-05,0.000731
"C1a","Kiritimatiellales (100); Kiritimatiellaceae (100); R76-B128 (100); ESV_2333","R76-B128 (100); ESV_2333",0.000701,1.1e-05,60.4,5.81e-05,0.000731
"C1a","Flavobacteriales (100); Crocinitomicaceae (100); Fluviicola (100); ESV_210","Fluviicola (100); ESV_210",0.001927,6.6e-05,28.7,5.2e-16,6.71e-14
"C1a","Nitrosopumilales (100); Nitrosopumilaceae (100); Candidatus_Nitrosopumilus (100); ESV_910","Candidatus_Nitrosopumilus (100); ESV_910",0.001499,5.7e-05,26,1.7e-06,3.27e-05
"C1a","Flavobacteriales (100); Flavobacteriaceae (100); Lutimonas (100); ESV_1235","Lutimonas (100); ESV_1235",0.002061,8.9e-05,22.9,0.00274,0.0219
"C1a","Flavobacteriales (100); Flavobacteriaceae (100); Lutimonas (56); ESV_1019","Lutimonas (56); ESV_1019",0.001308,7.8e-05,16.6,8.27e-06,0.000133
"C1a","Cellvibrionales (100); Halieaceae (100); Halioglobus (99); ESV_1882","Halioglobus (99); ESV_1882",0.001519,1e-04,15.1,0.000684,0.00649
"C1a","Alteromonadales (100); Psychromonadaceae (100); Psychromonas (100); ESV_559","Psychromonas (100); ESV_559",0.003485,0.000329,10.6,2.44e-08,6.98e-07
"C1a","Flavobacteriales (96); NS9_marine_group (92); NS9_marine_group_ge (92); ESV_238","NS9_marine_group_ge (92); ESV_238",0.016497,0.001717,9.6,1.39e-11,8.37e-10
"C1a","Flavobacteriales (100); NS9_marine_group (100); NS9_marine_group_ge (100); ESV_266","NS9_marine_group_ge (100); ESV_266",0.012783,0.001423,9,5e-13,4.45e-11
"C1a","Cellvibrionales (100); Halieaceae (100); Halioglobus (99); ESV_1622","Halioglobus (99); ESV_1622",0.000612,8e-05,7.6,0.00307,0.0241
"C1a","Bacteroidales (100); Marinifilaceae (100); uncultured (100); ESV_4665","uncultured (100); ESV_4665",0.000323,4.2e-05,7.6,0.000622,0.00608
"C1a","Flavobacteriales (100); NS9_marine_group (100); NS9_marine_group_ge (100); ESV_133","NS9_marine_group_ge (100); ESV_133",0.012415,0.00166,7.5,8.34e-11,4.14e-09
"C1a","Alteromonadales (100); Moritellaceae (100); Moritella (100); ESV_654","Moritella (100); ESV_654",0.00054,7.4e-05,7.2,3.59e-06,6.26e-05
"C1a","uncultured (100); uncultured_fa (100); uncultured_ge (100); ESV_425","uncultured_ge (100); ESV_425",0.0033,0.000491,6.7,3.86e-08,1.01e-06
"C1a","Flavobacteriales (100); Flavobacteriaceae (100); NS2b_marine_group (100); ESV_148","NS2b_marine_group (100); ESV_148",0.007787,0.001343,5.8,2.67e-10,1.21e-08
"C1a","Desulfobacterales (100); Desulfobulbaceae (100); uncultured (100); ESV_296","uncultured (100); ESV_296",0.001048,0.000181,5.8,0.00154,0.0131
"C1a","BD7-8 (96); BD7-8_fa (96); BD7-8_ge (96); ESV_885","BD7-8_ge (96); ESV_885",0.001068,0.000186,5.7,0.000249,0.00268
"C1a","Nitrosococcales (88); Methylophagaceae (88); uncultured (78); ESV_156","uncultured (78); ESV_156",0.005165,0.000957,5.4,3.86e-08,1.01e-06
"C1a","Chitinophagales (100); Saprospiraceae (100); uncultured (100); ESV_1166","uncultured (100); ESV_1166",0.001951,0.000362,5.4,1.34e-08,4.11e-07
"C1a","Cytophagales (70); Cyclobacteriaceae (69); uncultured (59); ESV_2022","uncultured (59); ESV_2022",0.002103,0.000447,4.7,3.25e-08,8.69e-07
"C1a","Flavobacteriales (100); Crocinitomicaceae (100); Fluviicola (85); ESV_864","Fluviicola (85); ESV_864",0.001145,0.000244,4.7,0.00506,0.0381
"C1a","Thiotrichales (100); Thiotrichaceae (100); uncultured (100); ESV_2448","uncultured (100); ESV_2448",0.001216,0.000279,4.3,1.79e-06,3.41e-05
"C1a","Flavobacteriales (53); Cryomorphaceae (44); uncultured (43); ESV_504","uncultured (43); ESV_504",0.004725,0.001193,4,5.38e-09,1.93e-07
"C1a","JGI_0000069-P22 (11); JGI_0000069-P22_fa (11); JGI_0000069-P22_ge (11); ESV_1988","JGI_0000069-P22_ge (11); ESV_1988",0.006038,0.001563,3.9,1.26e-08,4.02e-07
"C1a","Verrucomicrobiales (100); Rubritaleaceae (100); Persicirhabdus (100); ESV_190","Persicirhabdus (100); ESV_190",0.037134,0.010497,3.5,1.57e-07,3.8e-06
"C1a","Flavobacteriales (100); Flavobacteriaceae (100); NS5_marine_group (100); ESV_837","NS5_marine_group (100); ESV_837",0.000321,9.2e-05,3.5,7.98e-05,0.00097
"C1a","Verrucomicrobiales (100); Rubritaleaceae (100); Roseibacillus (99); ESV_59","Roseibacillus (99); ESV_59",0.003676,0.001063,3.5,1.25e-07,3.13e-06
"C1a","Opitutales (100); Puniceicoccaceae (100); MB11C04_marine_group (100); ESV_652","MB11C04_marine_group (100); ESV_652",0.002832,0.000857,3.3,6.02e-06,9.96e-05
"C1a","Flavobacteriales (100); NS9_marine_group (100); NS9_marine_group_ge (100); ESV_432","NS9_marine_group_ge (100); ESV_432",0.003548,0.001081,3.3,0.00183,0.0155
"C1a","Rhodospirillales (54); Magnetospiraceae (40); uncultured (27); ESV_262","uncultured (27); ESV_262",0.004245,0.001492,2.8,2.58e-05,0.000362
"C1a","Cellvibrionales (100); Halieaceae (100); OM60(NOR5)_clade (50); ESV_544","OM60(NOR5)_clade (50); ESV_544",0.010736,0.004272,2.5,0.00249,0.0201
"C1a","Cellvibrionales (100); Halieaceae (100); OM60(NOR5)_clade (99); ESV_15","OM60(NOR5)_clade (99); ESV_15",0.012748,0.005559,2.3,5.95e-05,0.000745
"C1a","Flavobacteriales (100); Flavobacteriaceae (100); uncultured (100); ESV_34","uncultured (100); ESV_34",0.055243,0.025942,2.1,2.96e-06,5.41e-05
"C1a","Flavobacteriales (100); Flavobacteriaceae (100); Ulvibacter (98); ESV_139","Ulvibacter (98); ESV_139",0.014305,0.006781,2.1,4.56e-05,0.000601
"C1a","Rhodobacterales (100); Rhodobacteraceae (100); Planktomarina (85); ESV_30","Planktomarina (85); ESV_30",0.040271,0.019633,2.1,3.13e-05,0.000428
"C1a","Flavobacteriales (100); Flavobacteriaceae (100); Tenacibaculum (59); ESV_48","Tenacibaculum (59); ESV_48",0.032665,0.016042,2,1.24e-06,2.49e-05
"C1b","Pirellulales (100); Pirellulaceae (100); Blastopirellula (100); ESV_2431","Blastopirellula (100); ESV_2431",0.002557,0,2558.1,3.11e-17,4.46e-15
"C1b","Nostocales (5); Phormidiaceae (4); Trichodesmium_IMS101 (4); ESV_3693","Trichodesmium_IMS101 (4); ESV_3693",0.002399,0,2399.9,5.73e-16,7.05e-14
"C1b","Enterobacteriales (12); Enterobacteriaceae (12); endosymbionts2 (7); ESV_967","endosymbionts2 (7); ESV_967",0.000928,0,928.8,2.03e-07,4.77e-06
"C1b","SAR86_clade (100); SAR86_clade_fa (100); SAR86_clade_ge (100); ESV_1859","SAR86_clade_ge (100); ESV_1859",0.000499,0,500,3.14e-06,5.58e-05
"C1b","Clostridiales (15); Lachnospiraceae (9); probable_genus_10 (2); ESV_7663","probable_genus_10 (2); ESV_7663",0.000496,0,497.3,4.83e-05,0.000623
"C1b","Nitrospinales (100); Nitrospinaceae (100); LS-NOB (79); ESV_1069","LS-NOB (79); ESV_1069",0.000467,0,468.3,3.14e-06,5.58e-05
"C1b","Thiotrichales (2); Thiotrichaceae (2); uncultured (2); ESV_1880","uncultured (2); ESV_1880",0.000439,0,440.4,1.3e-08,4.09e-07
"C1b","Micavibrionales (84); Micavibrionaceae (83); uncultured (82); ESV_8329","uncultured (82); ESV_8329",0.000313,0,313.8,3.14e-06,5.58e-05
"C1b","Bdellovibrionales (96); Bdellovibrionaceae (96); OM27_clade (96); ESV_2031","OM27_clade (96); ESV_2031",0.000224,0,224.5,4.83e-05,0.000623
"C1b","Chitinophagales (100); Saprospiraceae (99); Aureispira (99); ESV_789","Aureispira (99); ESV_789",0.001027,4e-06,212.8,9.8e-10,4.01e-08
"C1b","Oligoflexales (0); Oligoflexaceae (0); uncultured (0); ESV_13955","uncultured (0); ESV_13955",0.000156,0,156.9,4.83e-05,0.000623
"C1b","Flavobacteriales (71); Cryomorphaceae (34); uncultured (16); ESV_1275","uncultured (16); ESV_1275",0.000256,1e-06,138,5.29e-05,0.000676
"C1b","Mycoplasmatales (8); Mycoplasmataceae (8); uncultured (5); ESV_889","uncultured (5); ESV_889",0.018286,0.000182,100.1,8.74e-23,5.64e-20
"C1b","Thiotrichales (92); Thiotrichaceae (92); Thiotrichaceae_ge (92); ESV_488","Thiotrichaceae_ge (92); ESV_488",0.002466,6.4e-05,37.7,1.54e-14,1.73e-12
"C1b","Cellvibrionales (100); Halieaceae (100); Marimicrobium (54); ESV_1174","Marimicrobium (54); ESV_1174",0.001018,2.7e-05,36.6,3.67e-06,6.35e-05
"C1b","Cytophagales (30); Cyclobacteriaceae (30); Fabibacter (25); ESV_1027","Fabibacter (25); ESV_1027",0.002913,8.5e-05,33.9,1.1e-12,8.84e-11
"C1b","Gammaproteobacteria_Incertae_Sedis (6); Unknown_Family (6); Candidatus_Carsonella (6); ESV_1088","Candidatus_Carsonella (6); ESV_1088",0.003956,0.000134,29.3,1.78e-20,6.57e-18
"C1b","Verrucomicrobiales (100); Rubritaleaceae (100); Roseibacillus (100); ESV_800","Roseibacillus (100); ESV_800",0.005441,0.000193,28.1,2.21e-18,4.07e-16
